Column1,onset,duration,sample_rate,amplitude,phase,frequency,decay,power,d,w,z,id,onset_s,similarity,f0
25329,60250,250,44100,0.0309130857897958,-2.8903358284639777,825.4229738921514,-6.858814910504282,0.00037152918394411596,(-0.02994243693791692-0.007685658284502753j),(5186.285501767645-43.095205070344775j),(0.9921227600420348-0.11721734766824517j),210,1.3662131519274376,-1.2368386714755087e-5,4
25458,60500,250,44100,0.0246796100007572,-0.8729101538991436,829.3578394585502,-9.272953196972145,0.00021915224294666899,(0.015859105170785478-0.018909572522176236j),(5211.008991280169-58.26368328137934j),(0.9917157236909024-0.11773303440050267j),211,1.3718820861678005,-3.229255249141879e-11,4
25570,60750,250,44100,0.0025638212184629,0.2584242908918596,276.9839406818295,-43.94455637142711,9.920737500308719e-7,(0.002478686618375581+0.0006552036997197716j),(1740.3414264167732-276.1117909234759j),(0.9929847968037511-0.03920703516309459j),212,1.3775510204081634,2.6691753002846185e-8,-1
25797,61000,250,44100,0.0034890270422037,2.2814988155038898,411.3244767656088,15.507072255961669,1.089592899626275e-5,(-0.002276123839351351+0.0026443467944211947j),(2584.4279088970043+97.43380855603054j),(1.000491317116415-0.0586998155739045j),213,1.383219954648526,-6.977188833581218e-7,5
25927,61250,250,44100,0.0066824306624031,0.1207305078391907,425.9546357292385,15.389909084822843,3.97734670697885e-5,(0.0066337887167126144+0.0008048147736228709j),(2676.351908738984+96.69765064058852j),(1.0003500882732508-0.060784140431721506j),214,1.3888888888888888,-0.0001632894406163683,5
26193,61750,250,44100,0.0166931073717477,1.0505784078098117,426.29926772217175,0.6456395900595673,0.0001400013923604954,(0.00829763019983849+0.014484790878415433j),(2678.5172954133664+4.056673185995725j),(0.998247876561228-0.060705600844153655j),215,1.4002267573696145,-1.1093489716556266e-5,5
26329,62000,250,44100,0.016083585118158,-1.7218830032647143,424.0193147067642,0.8405605385644138,0.00013087403748482805,(-0.0024207808993199466-0.015900362577328964j),(2664.191928125898+5.281397625702885j),(0.998295267196396-0.06038300544839185j),216,1.4058956916099774,4.817803873494806e-6,5
26464,62250,250,44100,0.0185100331459619,1.9875808201857763,429.52752989214775,1.944527517810067,0.00018038214685263867,(-0.00749327431306756+0.016925488682272463j),(2698.8010648474833+12.217826729310604j),(0.998404597295191-0.06117605814313185j),217,1.41156462585034,-6.379801227355023e-5,5
26603,62500,250,44100,0.0176260368210662,-0.7452834182709324,427.1233620365089,0.3933693112208612,0.00015468794447504153,(0.012953299077866246-0.011953627776408769j),(2683.69523270094+2.471612276558269j),(0.998204863473151-0.06082062216646466j),218,1.417233560090703,4.0342576240666124e-7,5
26672,62750,250,44100,0.0184958096149949,2.8272464796275925,423.652945553577,-3.3556181989969107,0.0001494691561803937,(-0.017589491671474534+0.005718807222950321j),(2661.8899628455883-21.083970964441814j),(0.997701759264463-0.060294837294684746j),219,1.4229024943310657,2.0583417902892927e-5,5
26800,63000,250,44100,0.0161770770375975,0.3004721607902475,420.9671602002724,-1.5227771903409673,0.00012179330229468874,(0.015452293021841357+0.004787949649643185j),(2645.014675775467-9.567891268458578j),(0.9979853340833355-0.0599287002362172j),220,1.4285714285714286,1.1824001612344667e-6,5
26940,63250,250,44100,0.0151319479894391,-2.156693253484361,413.52969275711854,-2.061279940627041,0.00010459076085060717,(-0.008367164317859993-0.012608188261325376j),(2598.2836896140157-12.951403836931833j),(0.997971706822633-0.05886662546254104j),221,1.4342403628117915,1.653649887691176e-5,5
27072,63500,250,44100,0.015476663309855,2.002929741760953,415.1199749775616,-2.731805374834783,0.00010691099006807175,(-0.006481766710703219+0.014053960563294327j),(2608.2757274957726-17.16443939323613j),(0.9978630093080991-0.059087096130342034j),222,1.439909297052154,-1.1998986077665191e-5,5
27281,63750,250,44100,0.0137018572469214,-0.182125896746405,414.04565205743,1.4081177552823887,9.694118680740901e-5,(0.013475240468927329-0.0024816902142689333j),(2601.5255575088354+8.847464790769004j),(0.998460799352918-0.0589691295004862j),223,1.445578231292517,-1.4121311793851206e-5,5
27420,64000,250,44100,0.0148029987113848,-2.341911896665213,418.5316067683244,0.5726501976177096,0.00010980564139209466,(-0.010316738044087628-0.010615728283021156j),(2629.7116422370004+3.5980673078250796j),(0.9983040667202853-0.05960017902340401j),224,1.4512471655328798,-1.7978082607714497e-7,5
27600,64500,250,44100,0.0135964855318317,-0.5817568164901559,417.404364595912,-5.476013919374002,7.521517169735488e-5,(0.011359844383262197-0.007471168208879736j),(2622.6289707816654-34.406810200121626j),(0.9974536612191529-0.059388643319724016j),225,1.4625850340136055,1.2462490971101342e-5,5
27754,64750,250,44100,0.0112616341598508,-2.858443582240132,417.2540531524108,-4.746821527361249,5.2869690270728934e-5,(-0.010813200514700985-0.003146283296079644j),(2621.6845361283576-29.825159276519962j),(0.9975585661244042-0.059373450210640354j),226,1.4682539682539681,1.2863380566319224e-6,5
28003,65250,250,44100,0.0070296090911437,-0.818871571950186,411.1905884666739,-2.771824345327219,2.2025899981645747e-5,(0.004801545093442414-0.005134254443434737j),(2583.5866639043334-17.415886000642658j),(0.9978902426853992-0.058528106853880275j),227,1.4795918367346939,-2.805876789328183e-7,5
28140,65500,250,44100,0.0070220031531427,-2.853689466828383,425.57443880681615,-4.941381128028662,2.0422133072899077e-5,(-0.006732987031975125-0.0019938440034269066j),(2673.9630610221852-31.04761330080418j),(0.9974598306914895-0.06055428949540273j),228,1.4852607709750567,0.0006188754220039933,5
28300,65750,250,44100,0.2906280768180656,-2.910205067194128,838.7626860508094,-9.277132542270664,0.030386952495835756,(-0.28288258260023474-0.06664925728309967j),(5270.10138520493-58.28994288235263j),(0.9915564850176399-0.11906172036438006j),229,1.4909297052154196,-5.1170053681333324e-5,4
28413,66000,250,44100,0.1849035150301072,-1.4610863972450958,830.3901433188391,-14.739531414894586,0.010414475638612405,(0.020245081964726575-0.18379185652996324j),(5217.495147727681-92.6112072207776j),(0.9909263080230939-0.1177871181959192j),230,1.4965986394557824,0.005059077848548244,4
28613,66250,250,44100,0.1140803891967473,0.4265639758320895,833.8383843353522,0.1757054865404302,0.006429898783713434,(0.10385796029939626+0.04720020425517657j),(5239.16108501825+1.103990131421672j),(0.9929762153713977-0.11852554382813016j),231,1.502267573696145,-0.001141035869163281,4
28760,66500,250,44100,0.1151497080270154,2.2131447789731817,834.1264170966504,0.387222051071518,0.006600512405959739,(-0.06898359648462163+0.0921993420516318j),(5240.970848232025+2.4329879019085054j),(0.9930012751571865-0.11856986637095432j),232,1.507936507936508,3.8986748223254336e-8,4
28893,66750,250,44100,0.0777032529686394,-1.0286853890130938,990.9558393956906,19.89844888989005,0.006520801081274985,(0.040090637057807424-0.06656227416643401j),(6226.359170154818+125.02564170062115j),(0.9928604424739748-0.14111819275266727j),233,1.5136054421768708,-2.665681091752595e-9,6
29040,67000,250,44100,0.0068060272763746,0.5017738478060826,500.21487255570224,8.369532315656851,3.106166157438551e-5,(0.005967053423884148+0.0032735730820112182j),(3142.9427376746976+52.58732247369987j),(0.9986516108130723-0.0712931902111463j),234,1.5192743764172336,2.765086190010886e-13,7
29099,67250,250,44100,0.0006444405202838,1.6627006156692197,331.9832124532951,-171.1234908191296,1.7138003567508202e-8,(-5.914350735143956e-05+0.0006417208347263924j),(2085.9120427168227-1075.2006032280358j),(0.9748223700400394-0.04614311754666276j),235,1.5249433106575965,1.290132893949162e-6,-1
29311,67500,250,44100,0.0046937855778803,2.1163845606521785,492.75149109855823,13.51258219123387,1.8153070349153834e-5,(-0.0024357039791243476+0.004012352075428466j),(3096.0489289612938+84.90205788601719j),(0.99945895165897-0.07028271377362363j),236,1.530612244897959,-5.038364745213165e-8,7
29581,68000,250,44100,0.0027374848243923,-1.800628975089328,493.1355111018841,11.513566708396784,5.692115659712851e-6,(-0.0006236389435122758-0.002665501384714162j),(3098.461797803854+72.3418731754307j),(0.9991704890247192-0.07031736760159274j),237,1.5419501133786848,-1.0737481973382688e-14,7
29721,68250,250,44100,5.123800979733312e-5,2.440439553930257,165.77083785142273,20.13317200915508,2.8645636282810915e-9,(-3.915090342843429e-05+3.3053599028381406e-05j),(1041.568892746909+126.5004505548425j),(1.0025929077482554-0.023683986434049637j),238,1.5476190476190477,-2.844318133591279e-15,-1
29997,68750,250,44100,7.982225111120998e-6,2.4750469801770203,98.7544512746823,95.88303231310334,4.177374749333431e-9,(-6.273726200269888e-06+4.9352079276012065e-06j),(620.4925172676661+602.4508598375164j),(1.0136544112333612-0.01426318561497312j),239,1.5589569160997732,1.0,-1
30064,69000,250,44100,0.3125356767585042,1.7817485948222884,987.6073343780068,-2.3513260776991483,0.04417245264970475,(-0.0654422056344712+0.3056073738779741j),(6205.31989262669-14.773817463787495j),(0.989785002096626-0.14019935676263198j),240,1.564625850340136,0.02142036189999089,6
30341,69500,250,44100,0.3184026744013056,0.5241715570119372,987.9450703446682,-0.6111343149614172,0.04871290076215619,(0.2756535718694708+0.1593592525757647j),(6207.441950290122-3.839870148478838j),(0.9900236860727778-0.14028176077491392j),241,1.5759637188208617,4.033976119933065e-5,6
30582,70000,250,44100,0.3117972748626959,-0.7306167852383666,987.5327208230184,-2.922409274963255,0.043109653493293085,(0.23221505675796825-0.2080714012705666j),(6204.851081834269-18.36203901801447j),(0.9897059611842178-0.14017742863621813j),242,1.5873015873015872,0.004517172801728194,6
31077,70750,250,44100,0.2859375342714593,0.6540078371427671,986.3593783366646,0.7527487251560658,0.04123484128023026,(0.22693487388804906+0.17395642132056297j),(6197.4787535637215+4.729659729898757j),(0.9902477603100557-0.14008530703452782j),243,1.6043083900226758,-1.100611286516044e-14,6
31217,71000,250,44100,0.0007553191511184,-0.840528511480905,501.2144446563979,33.49724321637944,1.1534096592099981e-6,(0.0005038501269276264-0.0005627095784161739j),(3149.2232344112554+210.46938640817635j),(1.0022230833510144-0.07169161605092571j),244,1.6099773242630386,0.04227656256921344,7
31353,71250,250,44100,0.2799910540324232,-0.5848732560722422,988.7489504526366,1.5693693639505355,0.04071611111875281,(0.23345151980320594-0.15458129977381063j),(6212.492877973243+9.860638529111778j),(0.9903152252022771-0.14043877395521134j),245,1.6156462585034013,-0.03209678979747361,6
31491,71500,250,44100,0.301804264881706,1.8934695258969187,988.9786198540114,0.8581021628167158,0.046111741716189425,(-0.09570301635350147+0.2862284873342072j),(6213.93593338147+5.391614901469014j),(0.9902102777720275-0.1404569449124373j),246,1.6213151927437641,4.368861990480051e-12,6
31572,71750,250,44100,0.0037315692152433,-2.765965509012859,491.4480740198119,-6.825069177424379,5.419620903607323e-6,(-0.0034713957504919945-0.0013689486300142175j),(3087.859317922988-42.88317437607712j),(0.9965800838269294-0.06989428648100751j),247,1.626984126984127,0.012073895778836427,7
31765,72000,250,44100,0.3129933479395304,0.5685425833068819,989.6292029345866,0.8885834578724187,0.049648429816680245,(0.2637552843961367+0.16851701934080426j),(6218.02366743444+5.583134526706812j),(0.9902015545154911-0.14054933964157482j),248,1.6326530612244898,0.06682591629070292,6
32187,72750,250,44100,0.3392755808259444,1.6600003571652115,989.460937792296,1.0681568396189978,0.058713707338404426,(-0.030224627269868534+0.33792660690034376j),(6216.966426364689+6.711427360457468j),(0.9902302583113434-0.1405291961614113j),249,1.6496598639455782,0.29543036739401907,6
32370,73250,250,44100,0.3529659072182456,0.3495773169478997,988.9168231154788,-0.0378039711018554,0.06108792458959848,(0.3316176700378196+0.12089107732619046j),(6213.54765302189-0.23752935578022008j),(0.9900851269161325-0.14043030018874958j),250,1.6609977324263039,-4.6873787452114254e-5,6
32660,73750,250,44100,0.3415546729534628,-0.959762825128059,988.0632121649186,-1.041083714078557,0.055214346434992075,(0.19595478698786611-0.27975224051450764j),(6208.1842572392825-6.541321895842342j),(0.9899606803758683-0.14028983113246568j),251,1.6723356009070294,-0.06351596622885264,6
32782,74000,250,44100,0.3284590506849833,1.5412530416767156,987.8689337444638,-1.1675402804547823,0.0508359844011759,(0.009702347862890953+0.3283157206452775j),(6206.963569922379-7.335871935693823j),(0.9899467271784876-0.1402599018959283j),252,1.6780045351473922,0.007257693990824553,6
32932,74250,250,44100,0.3201668244742601,-2.2266558659923663,988.1175400681634,-2.114192741430289,0.04673705471557015,(-0.19525075202963665-0.25373990487464326j),(6208.5256095227205-13.283864769500523j),(0.9898082489851393-0.1402760450915938j),253,1.683673469387755,0.0049554153100960325,6
33338,75000,250,44100,0.2912284144901985,-0.933429781279129,985.2990553264484,-1.8447417172708789,0.03903280352528028,(0.17330452243131586-0.23405027646069637j),(6190.816547605067-11.590854053497624j),(0.9899025011627897-0.13988393050143874j),254,1.7006802721088434,-0.14406844534746732,6
33863,75750,250,44100,0.266682291812205,0.5305863529565639,986.7670521446368,0.0146970550527783,0.03493711137702929,(0.23001627718323955+0.13495168393530027j),(6200.0402436440945+0.09234432036642673j),(0.9901354992484234-0.14012808814752975j),255,1.717687074829932,-3.778198443081009e-5,6
34467,76750,250,44100,0.2712472201605092,-1.8872622382838031,988.2119188020224,0.9362850090457728,0.037351567972034386,(-0.08441482600703652-0.2577774070685899j),(6209.118608596614+5.882852212168906j),(0.9902366452246378-0.1403503404561977j),256,1.7403628117913832,-0.010071898222332586,6
34550,77000,250,44100,0.2764187572101154,0.6049764162947596,989.3912341549014,-0.5615274871877334,0.03677769955625435,(0.22735871531477145+0.15721114435052444j),(6216.528465494354-3.5281812570754396j),(0.9900017580080926-0.1404867385956517j),257,1.746031746031746,0.0020656363238313095,6
34922,77500,250,44100,0.2927209621524162,-0.7166762040020044,988.051448673707,1.2137359927475966,0.04393548473259522,(0.2207096244478103-0.192283185327118j),(6208.110345044141+7.626128156426728j),(0.9902789988336085-0.14033324779416856j),258,1.7573696145124718,-0.006172508714127185,6
35206,78000,250,44100,0.3153688782765979,-2.0343267893696133,990.2139781943832,1.4845475166556188,0.051497363233017124,(-0.14100420497563698-0.2820910199999783j),(6221.697918754796+9.327687144460526j),(0.9902739220942448-0.14064378076472978j),259,1.7687074829931972,0.006777519461450422,6
35490,78500,250,44100,0.3307013947743744,2.7674386271418845,992.4426115801986,1.0785323315914712,0.055804375776032256,(-0.3078225283890381+0.1208664697999261j),(6235.700835299641+6.776618499173674j),(0.9901719335624338-0.1409500580098254j),260,1.780045351473923,-8.64656818262593e-13,6
35721,79000,250,44100,0.0025869183378476,-0.5509620777568538,498.8644940770563,-12.208430902687857,2.1985740765819773e-6,(0.0022041094264763717-0.0013542703285571813j),(3134.4580594585377-76.70783367148556j),(0.9957416470405203-0.0708928987339281j),261,1.7913832199546484,-1.0,7
35851,79250,250,44100,0.3366369834216339,-2.7391247014947893,993.5547719949908,-0.0170013363324668,0.05560756930658663,(-0.30973872033644123-0.13185743714922282j),(6242.68874527709-0.10682254664657435j),(0.9899950492330079-0.14108493167567757j),262,1.7970521541950113,0.002254732457044719,6
36149,79750,250,44100,0.3325468827011405,1.8545043250189677,993.6055850454192,-0.3427769746800552,0.05364231100516723,(-0.09308563630932594+0.3192530242724946j),(6243.008013088955-2.1537312509491917j),(0.9899480781358079-0.14108555021189273j),263,1.808390022675737,-0.044945946233481436,6
36629,80500,250,44100,0.3313432157036957,2.428769690457014,994.713254210872,-0.0721933682470755,0.053767088432772614,(-0.25066735668835993+0.2166891849717848j),(6249.967703714544-0.45360431064583023j),(0.9899639642249451-0.14124722341894144j),264,1.8253968253968254,5.796109337244992e-14,6
37344,81500,250,44100,0.0018266278299335,-1.7637874884548457,497.1663292417121,5.713692498475959,2.0202186415878687e-6,(-0.00035033877720848415-0.0017927163663758483j),(3123.7881751159343+35.900188756166365j),(0.99830465934076-0.07083261770002605j),265,1.8480725623582765,-0.0752242923899816,7
37427,81750,250,44100,0.316153561563078,1.4561901239841648,990.6678892348566,-0.4054124239139172,0.04837680012470925,(0.03615389337149558+0.31407956075348403j),(6224.5499259350645-2.547281385283987j),(0.9899982080597448-0.14066993902641756j),266,1.8537414965986394,-3.143602337493588e-14,6
37863,82500,250,44100,0.0019511530963576,-2.6981895639651308,490.6140984265546,-26.33644688980373,8.468511247559562e-7,(-0.0017624705762918356-0.0008370757869701794j),(3082.6192947288873-165.47677614133033j),(0.9938218125944271-0.06958217035607284j),267,1.870748299319728,-0.05031118272727177,7
38029,82750,250,44100,0.2660946836584009,-1.1705812028401796,985.546127665671,-1.1563602108767388,0.03337728715554439,(0.10367487281752798-0.2450671365514639j),(6192.36894889668-7.265625486787813j),(0.9899946680607887-0.13993250039866614j),268,1.8764172335600906,-0.029451089168272486,6
38161,83000,250,44100,0.2532178733967762,1.4219349504227758,985.2328773315548,-1.1980374170474208,0.030181042209575168,(0.03755529930911054+0.25041743330165517j),(6190.400738999893-7.527491096243737j),(0.9899950337439576-0.139887485539727j),269,1.8820861678004535,-0.12064633945989373,6
38378,83250,250,44100,0.2458587894316315,-2.3379883826218437,987.663279146019,0.0066115123480864,0.02968557893241495,(-0.17065467777883792-0.17698453405026204j),(6205.671403971077+0.04154135724373301j),(0.9901164575118182-0.14025435653769336j),270,1.8877551020408163,-2.803660035583156e-6,6
38435,83500,250,44100,0.2236815050661354,0.3479009361688321,983.6958009157638,-3.006230104391137,0.02212300958069082,(0.2102808371884538+0.07625867308034262j),(6180.743003048183-18.88870082191135j),(0.9897706235221067-0.13963469910087783j),271,1.8934240362811792,0.0028520630122317613,6
38592,83750,250,44100,0.1923217103034609,2.993452506124317,982.4052888674244,-1.8629313002366896,0.01701158654360161,(-0.1902152684148597+0.028386474171887194j),(6172.634476707318-11.705142573932132j),(0.9899575244786538-0.13947542842170116j),272,1.899092970521542,-7.2594583101089705e-9,6
38791,84000,250,44100,0.0180534714549671,-0.6615914687130178,991.0375157115046,21.981387950349188,0.0003858017899415021,(0.014244468358811664-0.011091571248030115j),(6226.872357582284+138.1131338010484j),(0.9931534931986564-0.14117163564645804j),273,1.9047619047619047,0.06437143722395193,6
38860,84250,250,44100,0.1718478509801294,2.053901212211928,985.399358255837,-0.6535318424813857,0.014168715618253475,(-0.07982864768312198+0.15218104643999772j),(6191.446769497268-4.106261670453047j),(0.9900685208485662-0.13992182225966956j),274,1.9104308390022675,-0.00017312715746454078,6
39083,84500,250,44100,0.1787415775073464,-1.630163894578197,988.4720615509818,3.426931809355074,0.017758277358004372,(-0.010605220458227663-0.1784266819420434j),(6210.753133694645+21.532047593246155j),(0.9905828955417267-0.14043686872155853j),275,1.9160997732426304,0.0005252228120911746,6
39381,85000,250,44100,0.2245315127073154,-2.985307259235712,991.9864338434662,4.821736160459756,0.029515445011755813,(-0.2217949844452145-0.03494832003948675j),(6232.834586046742+30.29586179849725j),(0.9907093128574924-0.14096085882956258j),276,1.927437641723356,-0.00016562909984719872,6
39825,85750,250,44100,0.2829507359468114,-2.183426475043932,997.1317595197518,2.1249776463320766,0.04242759992521285,(-0.16270269208565463-0.23149287885574985j),(6265.163620736633+13.351628325518764j),(0.9902251700411626-0.14163266573294092j),277,1.9444444444444444,0.0505919945468421,6
39963,86000,250,44100,0.3405861309751639,0.0076598387446866,996.227982464419,0.4994753777402879,0.0579755052405204,(0.34057613939691667+0.0026088093306038673j),(6259.4850220216+3.138296354715751j),(0.9900140906651378-0.14147238875007057j),278,1.9501133786848073,-0.0013726185370888807,6
40184,86500,250,44100,0.3524847168880318,-1.869276177492504,998.1033625497884,-0.1373638647053748,0.06070690518933105,(-0.10365433884587116-0.3368994711750989j),(6271.26838261937-0.8630826164542157j),(0.9898864337688258-0.14172405207904343j),279,1.961451247165533,0.0001795379208708549,6
40476,87000,250,44100,0.3396480055472821,2.403044771001375,999.3674171129836,-1.511317338438193,0.053709957471205466,(-0.25115167329060384+0.22865608383678826j),(6279.210671678312-9.495886895360613j),(0.9896671421506269-0.14187455021237796j),280,1.9727891156462585,-0.01999534624269401,6
40660,87250,250,44100,0.3215843286796589,-1.779057315655041,999.2689262222082,-1.9515261552605856,0.04741808041069937,(-0.06649038309175362-0.31463551835204295j),(6278.5918351605005-12.26180046530998j),(0.9896070636792215-0.1418517655227774j),281,1.9784580498866213,-0.0016070209329056484,6
40806,87500,250,44100,0.3027121775998348,0.3368875178791868,1000.7708701297856,-1.5319336426036156,0.042632870556158296,(0.2856961418560406+0.10006186584212332j),(6288.028827052799-9.625422954781142j),(0.989635846503086-0.14207202209474556j),282,1.9841269841269842,0.023265518805906382,6
40966,87750,250,44100,0.2852928193232397,2.3867968108992,1000.7684447271998,-0.2569921669878992,0.03960047377622337,(-0.20781055183148547+0.19546551436224285j),(6288.013587798908-1.6147294076786107j),(0.9898156776826699-0.1420974895494265j),283,1.989795918367347,-0.0003710126798929758,6
41193,88000,250,44100,0.2843600017290384,-1.8026663802607568,1000.8944320616948,2.1708282154441445,0.042922828881638585,(-0.06534534035805985-0.27675006246942035j),(6288.805189567897+13.639715947689531j),(0.9901555681662242-0.14216442386321107j),284,1.9954648526077097,-0.027235288664219363,6
41509,88500,250,44100,0.3114132345408308,2.3768431182903127,998.2750467403054,0.4282015372083132,0.048346000225182595,(-0.22470202273950013+0.21560891360043455j),(6272.347106202701+2.6904696070989864j),(0.9899627341862289-0.141759687955006j),285,2.006802721088435,-0.0012450236279456094,6
41661,88750,250,44100,0.3086131931838742,-1.775436325135722,995.413412139323,1.154819900303673,0.04873222076552518,(-0.06271473226638136-0.3021737337425333j),(6254.366925723292+7.255947430026632j),(0.9901229470317342-0.14137068939718944j),286,2.012471655328798,0.051277461904496315,6
41801,89000,250,44100,0.3230505806477615,0.4588164120290439,995.260693406242,0.9595557467047956,0.053025147643052495,(0.2896398242773802+0.14307497981626327j),(6253.407365623467+6.029066569115308j),(0.9900984774980998-0.14134521320447402j),287,2.018140589569161,0.023479766117786325,6
41949,89250,250,44100,0.3411258279092951,2.7047971261728123,993.0737427207664,0.3403576436214025,0.05783037285430805,(-0.30909818125561905+0.1443091986370601j),(6239.66634920896+2.138530145588262j),(0.990055123572103-0.14102426204736448j),288,2.0238095238095237,0.002895415758018522,6
42097,89500,250,44100,0.3459756192086977,-1.2627384043915524,992.4097562893528,1.4017450328506291,0.06179318999123048,(0.10490276812808166-0.3296885474594283j),(6235.494399418935+8.807423794819039j),(0.9902181918553501-0.14095191361569012j),289,2.0294784580498866,-0.05932531237608104,6
42233,89750,250,44100,0.3632769131514646,1.0767879183149396,990.667311427904,0.1699002859382196,0.06518806937522711,(0.17225096277751295+0.3198432763887286j),(6224.54629546691+1.067514980292632j),(0.9900793713099771-0.1406813884498513j),290,2.0351473922902494,-0.009767751571080114,6
42314,90000,250,44100,0.3658119173525646,-2.7970177992328886,989.8554505724022,-0.2365936627069851,0.06515500159796465,(-0.3443091820556369-0.12357000456962794j),(6219.445223268147-1.4865618252923318j),(0.9900382970865408-0.14055872368748462j),291,2.0408163265306123,1.2164741398746412e-17,6
42515,90250,250,44100,8.044903174036685e-5,-2.1046775501419974,328.3269165440911,1.2386764148912377,3.321538543216022e-9,(-4.093876426397316e-05-6.925362292690099e-05j),(2062.9388579814113+7.78283345039451j),(0.9990823820215494-0.04676985355094064j),292,2.046485260770975,-0.14218891711861942,-1
42564,90500,250,44100,0.3501979653459214,2.108275826964786,987.2510045563754,-1.1232667665726834,0.057877375338388125,(-0.17929172999307275+0.30082069491395413j),(6203.081006326905-7.057693243772606j),(0.9899653164116915-0.14017363065109645j),293,2.052154195011338,-0.006525701552063135,6
42720,90750,250,44100,0.3375358266752664,-1.6430361490016787,987.348988837591,-1.6023376995707488,0.05287617986021691,(-0.024362325693437478-0.3366554787556002j),(6203.696659722973-10.067784691082867j),(0.9898957907615261-0.1401778826297914j),294,2.057823129251701,5.337647940394436e-16,6
43241,91500,250,44100,0.0002503918758664,2.6331978252089328,496.9617110582699,22.90610707565809,7.733733606902002e-8,(-0.00021872406195279817+0.00012188468411895661j),(3122.5025211521483+143.92331542245728j),(1.0007550776319412-0.07097716002094892j),295,2.074829931972789,-1.0,7
43705,92250,250,44100,0.3640213201195992,0.0457637208700508,997.7125225492651,0.2382162012919164,0.06561472042114705,(0.3636401984139378+0.01665315582968363j),(6268.812662470625+1.4967565358895039j),(0.9899472959187707-0.14167651083375524j),296,2.0918367346938775,-3.49284958818101e-10,6
44035,92750,250,44100,0.0187534168968217,-3.136652886876236,1001.64525042392,21.336177888693037,0.00040456893406202603,(-0.018753188093456264-9.263712780700414e-05j),(6293.522720469791+134.05915942160604j),(0.9928477262494796-0.14265935767203833j),297,2.1031746031746033,0.03712953623328976,6
44434,93500,250,44100,0.2798299410257493,-2.328654923281419,1004.1616842872728,-2.8758324161459314,0.034778520443701624,(-0.19234606305338325-0.2032431743560857j),(6309.333940746499-18.069387983038887j),(0.9893776373533014-0.14252281573100217j),298,2.120181405895692,0.10558639333459453,6
45098,94500,250,44100,0.2847663405618505,-0.9374090072050376,1003.3475343265566,-0.0478720059073362,0.03974771063308681,(0.16854705178226936-0.22952943177835133j),(6304.218485675486-0.3007886841421895j),(0.9897928860174547-0.14246544027276772j),299,2.142857142857143,-4.3620138099447716e-5,6
46592,97000,250,44100,0.3688890833638275,1.0472234446722146,994.1584450331642,-3.1081314412386014,0.05996016423300437,(0.18443626950088943+0.3194720931749754j),(6246.4817348408815-19.528965804373293j),(0.9895470072449539-0.14110792024805777j),300,2.199546485260771,-0.0018040079708131786,6
47186,98000,250,44100,0.2733752272635453,-1.661108860031174,982.3092983994532,-1.1388999044775516,0.03525025711355838,(-0.0246556606624286-0.2722611123144365j),(6172.031350809332-7.155919146161587j),(0.9900615584036978-0.13947627663991638j),301,2.2222222222222223,-7.150077454182471e-5,6
47553,98500,250,44100,0.2743148797531358,-2.596456098004148,987.538612130388,1.7931293480649713,0.039399736054916666,(-0.23455471821504525-0.14224182724163134j),(6204.888098010174+11.266563973634337j),(0.9903710012162305-0.14027246982960825j),302,2.233560090702948,-0.004700571221382624,6
47703,98750,250,44100,0.2876379501030625,-0.0829417318497079,991.8777818742464,0.9444995110676244,0.042014441716743685,(0.286649138844894-0.023829845550748935j),(6232.1519055901435+5.9344654505784j),(0.9901643644593006-0.14086768376949932j),303,2.2392290249433104,-0.0009242878211191014,6
47999,99250,250,44100,0.2946199728498207,-1.6969828625386805,995.0642259285358,2.521293110170566,0.046668767007614506,(-0.03707849023851163-0.2922774605809721j),(6252.1729240542045+15.841751824916821j),(0.99032276570303-0.14134894647572724j),304,2.250566893424036,4.2227525424696115e-14,6
48307,99750,250,44100,0.000577413488326,-0.8295106798213807,500.4963684406635,10.13995286349216,2.3970436951999715e-7,(0.00038989081533162084-0.0004259007966896331j),(3144.7114284831177+63.71120284738751j),(0.9989006838150195-0.07135123796482376j),305,2.261904761904762,-0.10936143354223944,7
48467,100000,250,44100,0.3628636657084366,-1.2935002373457498,997.486066065953,1.2510155051525829,0.0676048031769891,(0.09933611784565473-0.34900197074331574j),(6267.389794421962+7.8603622410285565j),(0.9900947263528672-0.14166501123295694j),306,2.2675736961451247,-0.9094600216023032,6
48779,100500,250,44100,0.3989445625502702,3.0316418793567466,997.58984225498,0.0311852515363911,0.07823081315956465,(-0.3965355360779927+0.04377593649215733j),(6268.041839448091+0.19594271425415216j),(0.9899205720977526-0.14165502909546504j),307,2.2789115646258504,-0.0008605399859288767,6
49561,101750,250,44100,0.3673963841370201,0.9992085745903172,1001.6094485491988,0.115212490337571,0.0665454333076989,(0.19874972317807027+0.30899619838049347j),(6293.297770656573+0.7239014264925965j),(0.989851134656164-0.14222363290072818j),308,2.3072562358276643,0.002682812368432276,6
50035,102500,250,44100,0.3713570046488099,0.7952711825088675,1000.209784483058,0.1824582889796117,0.06815059512265337,(0.25998375354828734+0.2651687628524137j),(6284.503421961211+1.1464192404898237j),(0.9898889609588981-0.1420275963522574j),309,2.324263038548753,-4.235860716155945e-16,6
