,onset,duration,sample_rate,amplitude,phase,frequency,decay,power,d,w,z,f0
0,0,250,44100,9.561179685768204e-05,3.126434176334636,21026.230627146942,-27.784069745322928,3.996281794606787e-09,(-9.560081225580029e-05+1.4492737442875112e-06j),(132111.7033418591-174.57245879746588j),(-0.9854721436345543-0.14477152221220219j),0
1,0,250,44100,9.561179685768204e-05,-3.126434176334636,-21026.230627146942,-27.784069745322928,3.996281794606787e-09,(-9.560081225580029e-05-1.4492737442875112e-06j),(-132111.7033418591-174.57245879746588j),(-0.9854721436345543+0.14477152221220219j),0
2,0,250,44100,0.0008290059332577,-3.1415926535897003,-22050.0,-112.81418574664109,8.686836677840685e-08,(-0.0008290059332577022-7.696281976993216e-17j),(-138544.23602330987-708.8324343247239j),(-0.9840551883013794+0j),0
3,0,250,44100,0.0009410954620085,-2.9222431619520317,21896.98366185258,-141.31858713268326,8.975389544035337e-08,(-0.0009185460647181068-0.000204777429430111j),(137582.8060157036-887.9308703034536j),(-0.97983395984351-0.02136487635708907j),0
4,0,250,44100,0.0009410954620085,2.9222431619520317,-21896.98366185258,-141.31858713268326,8.975389544035337e-08,(-0.0009185460647181068+0.000204777429430111j),(-137582.8060157036-887.9308703034536j),(-0.97983395984351+0.02136487635708907j),0
5,0,250,44100,0.0011110097393394,3.081880538579143,21552.35819614705,-151.63567652931982,1.1675167324222219e-07,(-0.0011090296547947946+6.630132496997863e-05j),(135417.46035310268-952.7550548132588j),(-0.9761684897385745-0.06932845457002568j),0
6,0,250,44100,0.0011110097393394,-3.081880538579143,-21552.35819614705,-151.63567652931982,1.1675167324222219e-07,(-0.0011090296547947946-6.630132496997863e-05j),(-135417.46035310268-952.7550548132588j),(-0.9761684897385745+0.06932845457002568j),0
7,0,250,44100,0.0009323133573256,-3.1019932313500997,21732.154310202117,-163.14651997701364,7.653968071671166e-08,(-0.0009315824659165314-3.6909422166289836e-05j),(136547.15265522143-1025.079817237053j),(-0.976021980478321-0.04422972345637796j),0
8,0,250,44100,0.0009323133573256,3.1019932313500997,-21732.154310202117,-163.14651997701364,7.653968071671166e-08,(-0.0009315824659165314+3.6909422166289836e-05j),(-136547.15265522143-1025.079817237053j),(-0.976021980478321+0.04422972345637796j),0
9,0,250,44100,0.0011157937837471,-3.111981544448869,21348.008574288386,-142.62296230872855,1.25038990664148e-07,(-0.0011153046455723843-3.3035063393562316e-05j),(134133.4938115126-896.1265012446312j),(-0.9749877489475384-0.09784165053684682j),0
10,0,250,44100,0.0011157937837471,3.111981544448869,-21348.008574288386,-142.62296230872855,1.25038990664148e-07,(-0.0011153046455723843+3.3035063393562316e-05j),(-134133.4938115126-896.1265012446312j),(-0.9749877489475384+0.09784165053684682j),0
11,0,250,44100,0.0012225179532503,3.077043748173377,21146.41242811641,-124.35944911639032,1.716844298594785e-07,(-0.001219971989497992+7.885740840050926e-05j),(132866.82786790087-781.3734634970509j),(-0.9743076817846632-0.1261293870645654j),0
