,onset,duration,sample_rate,amplitude,phase,frequency,decay,power,d,w,z
184,0,250,44100,0.0776194570874944,2.025957606700372,589.4789377915794,6.212430424796343,0.0075717455018443,(-0.03412207060792881+0.06971703103248816j),(3703.8054008238805+39.03385156695582j),(0.9973575970578844-0.08396209916967357j)
320,250,250,44100,0.0009120896056902,2.599051620853059,592.9819429457216,69.99320379275457,2.4013697295173105e-05,(-0.0007811130615987751+0.00047092444596550384j),(3725.8154313393616+439.78026967306204j),(1.0064196971939354-0.08523086677223271j)
387,500,250,44100,0.1154974370472516,-2.1880904200843747,587.310920036951,-1.6625967267443529,0.0125829500872618,(-0.066853468905949-0.09418211963916068j),(3690.183343522295-10.446403325244992j),(0.9962650465961695-0.08356021391300515j)
514,750,250,44100,0.1096821134195795,2.0286491356898626,587.1765008517748,-2.79113111107387,0.0109139798908864,(-0.04848202659232611+0.09838525855882327j),(3689.3387628729934-17.537193987511174j),(0.9961064709714151-0.0835277025314361j)
645,1000,250,44100,0.0705845046146293,0.4314250218268928,602.4674712631578,-12.89093178967646,0.003265572180554,(0.06411690129890964+0.029516016999563226j),(3785.414763494313-80.99611321674938j),(0.994490055068525-0.08557438601276592j)
909,1250,250,44100,0.0449961303126497,2.973434251095928,592.7713382568259,8.431058396805616,0.0027717737502431,(-0.04436144465124426+0.007530867915954375j),(3724.492163052469+52.973902242782124j),(0.9976334047536605-0.08445663057517808j)
1063,1500,250,44100,0.0036880862922072,2.19233375658066,298.64424622514287,7.245461205589512,1.778463231981282e-05,(-0.002147520108699989+0.0029983558630515966j),(1876.4371399555403+45.52457539069972j),(1.000126804036533-0.04258069056590403j)
1221,1750,250,44100,0.0396009586198907,-1.431773639325201,590.8361442138122,13.062728037266297,0.0025836282583422,(0.005487714628210405-0.03921888463194265j),(3712.3329802748635+82.07554087543441j),(0.9983152250804687-0.0842371312905528j)
1371,2000,250,44100,0.004359713997348,0.318011015733262,297.7170258720224,8.784336137800718,2.6382837937670266e-05,(0.004141114484605955+0.0013631863277113053j),(1870.611242656296+55.19361175435614j),(1.0003517260955255-0.042457874904218755j)
1519,2250,250,44100,0.0936246464264795,0.429361378440347,585.9765037339027,3.713775205468609,0.0100291753340205,(0.08512650457606125+0.038975025813270975j),(3681.7989586133217+23.33433780516821j),(0.997044361967675-0.08343468715989348j)
1680,2500,250,44100,0.1062656386958863,-1.5908941841003457,586.7755265857429,1.1266783793316828,0.0117560462417133,(-0.002135567868401328-0.10624417780435831j),(3686.819367256104+7.079129038933737j),(0.9966674190125844-0.08351740151923336j)
1765,2750,250,44100,0.1101226417138421,2.696744332279998,589.2137227668436,-3.089900532819429,0.0108898724581237,(-0.09940505981814586+0.04738808184117695j),(3702.1390056772175-19.41441762845741j),(0.9960397849278677-0.08381325604089655j)
1915,3000,250,44100,0.0982398927927521,0.5496441206270863,590.1479142167917,-1.98994779379936,0.0090007713564791,(0.08377018630277927+0.051318928503322016j),(3708.0087036696245-12.503210740054572j),(0.9961847271435593-0.08395898466711899j)
2103,3250,250,44100,0.089831892641891,-1.6662122069348704,593.827500160197,-3.097235002408228,0.007244723429036,(-0.008558389094119115-0.08942327947317695j),(3731.1282240057335-19.460501460013706j),(0.9959834341413547-0.08446789825236237j)
2351,3500,250,44100,0.0029713888965545,0.045007428293855,296.86707986078034,5.3231771777125525,1.0728364134030843e-05,(0.002968379879949708+0.00013368942694678434j),(1865.270874366564+33.44650863051721j),(0.9998636743165338-0.04231586277898481j)
2508,3750,250,44100,0.0738110325453522,-0.2362764662499152,593.8892068816263,4.515676937772379,0.00642225634159,(0.07176029138954176-0.017277994822869423j),(3731.515938771172+28.37283498738112j),(0.9970635763300099-0.08456833248854354j)
2671,4000,250,44100,0.0837252344879222,-2.4642113292250363,596.8602752873563,9.054421246387736,0.0098337465746208,(-0.06524009721993342-0.05247518084572165j),(3750.1837121246804+56.890606540318096j),(0.9976726366748453-0.08504536519737052j)
2837,4250,250,44100,0.101510677217926,1.4226445369570513,590.8350011885077,4.897604075744644,0.0123220367741765,(0.014984033853767086+0.10039868683758332j),(3712.3257984350653+30.772553969101605j),(0.9971545409706731-0.08413903004151325j)
2997,4500,250,44100,0.1188732813386347,-0.6997619820840809,592.3017455535102,1.952982603958989,0.0151568439504421,(0.09093752540950553-0.07655862778687814j),(3721.5416250786366+12.270951602372449j),(0.9967186876236309-0.08431202975542895j)
3066,4750,250,44100,0.1341185567583598,-2.9289381729301045,590.4273258379561,-0.7998178529563653,0.0174869270369325,(-0.13109741782322923-0.02830643578812158j),(3709.76429866238-5.025403782115357j),(0.9963503155993736-0.08401288654630304j)
