,onset,duration,sample_rate,amplitude,phase,frequency,decay,power,d,w,z
161,0,250,44100,0.1930580331828547,1.2637048575726044,296.61109846094064,-0.0764073071688678,0.0371705566529862,(0.05835902219799384+0.18402616309787662j),(1863.6624957961797-0.48008126976458765j),(0.9990963060254936-0.042246883080808185j)
293,250,250,44100,0.1904808297415453,-3.0450964776490976,293.72285090168344,-1.1093153957267134,0.034891854738076,(-0.18959468541055205-0.018352159630446105j),(1845.5151011683577-6.970034195458195j),(0.9989665830586334-0.04182958956123349j)
453,500,250,44100,0.1820157989278291,-0.9377769656809906,293.81739932831545,-0.1819439633840474,0.032916826440934,(0.1076772331561231-0.1467493254470964j),(1846.1091664533888-1.1431876374646672j),(0.999098019629423-0.04184857550953257j)
699,750,250,44100,0.1808619211540622,1.1580717144870103,294.41791030005714,0.7485678803468926,0.0335953448444145,(0.07254491822778351+0.16567519235800643j),(1849.8822881678364+4.703390707222162j),(0.9992268996765705-0.04193961629575651j)
851,1000,250,44100,0.1879159189248168,-3.042091797554117,295.9218400422621,0.5503366550875434,0.0360109125789058,(-0.1869864628443112-0.018666957393516065j),(1859.331757427089+3.4578671852484124j),(0.9991896695059027-0.04215253281792462j)
938,1250,250,44100,0.1900895105466914,-1.0279632698687744,296.17301505223224,-0.4939153528104729,0.0355082143633642,(0.09819337181576016-0.1627638895803753j),(1860.909936559264-3.1033616877691848j),(0.9990395115240613-0.04218201383057848j)
1074,1500,250,44100,0.1867566181609378,0.9814414776829932,294.2107104171021,-1.472091965822913,0.0331184579716881,(0.10380396461598987+0.15525067264560458j),(1848.580412907604-9.249426610475641j),(0.998912041141898-0.04189686025696917j)
1230,1750,250,44100,0.1772839890006857,3.0673483022663137,293.9465887040681,-0.2741671922170532,0.0311258895621907,(-0.1767955989022817+0.013150245806781619j),(1846.9208872409617-1.7226432738488706j),(0.9990841215443611-0.04186641515645013j)
1473,2000,250,44100,0.1796403980948275,-1.1062896175141754,294.91749219187506,0.8818589947089841,0.0333017032000227,(0.08047563482329867-0.16060617929412058j),(1853.0212537702396+5.54088347855965j),(0.9992428881597846-0.042011537343465674j)
1640,2250,250,44100,0.186156488320279,0.9530715650233156,295.9605682644033,0.0908734262134646,0.0347661998911895,(0.10781846689612837+0.15175446069195678j),(1859.57509402342+0.5709745763975093j),(0.9991240296847677-0.04215528650537423j)
1745,2500,250,44100,0.1862182818367088,2.959640615488611,295.4011905035715,-0.2385058705192025,0.0343854835765614,(-0.1831442548748659+0.03369614809657163j),(1856.0604198953986-1.4985765813223302j),(0.9990804996493945-0.04207368385316379j)
1890,2750,250,44100,0.1841426408025323,-1.278560818968101,294.8785002308563,-0.3551239993972607,0.0334848866705883,(0.053050329281075476-0.17633540405970635j),(1852.7762600536685-2.2313098952397206j),(0.9990670302333124-0.041998583644214486j)
2129,3000,250,44100,0.1828131893984112,0.7825945135970421,295.25742411318146,0.1994707848595097,0.0336582862598277,(0.1296303608378534+0.12890551488228613j),(1855.1571090236334+1.253311904640852j),(0.9991437069657452-0.04205584368796825j)
