,onset,duration,sample_rate,amplitude,phase,frequency,decay,power,d,w,z
91438,227750,250,44100,0.2992092402885355,-1.7531564477746149,568.6980413485219,-4.976058951945106,0.0754317381622231,(-0.05426191372526305-0.2942478788248349j),(3573.2351776228415-31.26550049452094j),(0.9960128182950416-0.0808797506093941j)
91527,228000,250,44100,0.2519694464141574,3.1288196908255466,571.6884439809149,-6.276822459666716,0.0512388321713652,(-0.25194889246519253+0.0032183088446916946j),(3592.0244315052446-39.43843865435274j),(0.9957937032974944-0.08128903817317053j)
91660,228250,250,44100,0.206135929709312,1.6175869268122862,572.9743681253622,-2.9032476345851075,0.0384016692709574,(-0.009641704743213145+0.2059103179706329j),(3600.104131195783-18.241642880729035j),(0.996257532438678-0.08151064822459271j)
91814,228500,250,44100,0.18702342956792,0.0335232811153997,571.4583390698965,0.9740409017168457,0.0362148290882066,(0.18691834997384674+0.006268464756326475j),(3590.578639709224+6.12007948225924j),(0.996825629648789-0.08134037879300814j)
91923,228750,250,44100,0.1954838355075012,-1.523082720101495,567.0717136581435,0.579974492193257,0.0390111182850735,(0.009323700198068177-0.19526135961664395j),(3563.016659373997+3.644087207887614j),(0.996820303741778-0.08071282693040803j)
91976,229000,250,44100,0.2019279327793516,-2.872715968071571,567.2018239695103,-1.0677117174363333,0.0392687418856955,(-0.19467264428970033-0.05364188290690551j),(3563.834166570689-6.708630575299451j),(0.9965848261126327-0.0807123556567831j)
92089,229250,250,44100,0.1955642412603758,2.069036048188474,566.0904032045967,-3.8487600630574033,0.0334687542594114,(-0.09345624094798564+0.1717885429463168j),(3556.8509039504897-24.182472679061853j),(0.9962027885881202-0.08052263282850873j)
92214,229500,250,44100,0.1678637294473419,0.6631499378532949,563.1899988768103,-10.786072419544798,0.0196952528985475,(0.13228619299951944+0.10333728661845296j),(3538.627126093262-67.77089174865884j),(0.9952517858073111-0.08003181500862035j)
92373,229750,250,44100,0.0001300936838729,2.872209712746123,562.0603374226075,139.81730472462291,3.525663072960358e-05,(-0.00012540189444551825+3.462270141281163e-05j),(3531.529253842128+878.4980347352017j),(1.0168511576163637-0.0816039812019879j)
92422,230000,250,44100,0.0402100882964231,-2.135220326345232,562.9413231302758,-53.67797855854397,0.000416762541717,(-0.021509552125748482-0.03397337734397116j),(3537.064650296385-337.26868619814434j),(0.9891911050646256-0.07950917977659075j)
