Column1,onset,duration,sample_rate,amplitude,phase,frequency,decay,power,d,w,z,id,onset_s,similarity,clusterSimilarity,clusters
40333,76000,250,44100,0.0602105125821022,-2.9531939296015963,444.3094923882309,2.1324672535492057,0.003642541686414364,(-0.05914511111844264-0.011276597722121893j),(2791.6788744141527+13.398686915541974j),(0.9983002729311232-0.06328032808606095j),298,1.7233560090702948,0.0003681763204067064,1,3
40563,76500,250,44100,0.0643184262844876,3.066244974395899,439.9633102188097,-0.7018012348462256,0.003755693586817175,(-0.06413593602149859+0.004841659876458391j),(2764.3710064649194-4.409547207346295j),(0.997936203543442-0.06263684368386106j),299,1.7346938775510203,-0.0005758530606386872,1,3
40725,76750,250,44100,0.0656542365011826,-0.1046597888823529,443.1347607895244,-0.2528673958068484,0.003975779775663817,(0.06529498713919718-0.006858820966120294j),(2784.2978180932805-1.5888127059983548j),(0.9979716293419342-0.06309179523915695j),300,1.7403628117913832,1.026507198276953e-5,1,3
40971,77000,250,44100,0.0663733577582365,3.055639066547041,447.6208257801999,2.467379999534745,0.004480731780335968,(-0.06612832485469058+0.0056980059683521475j),(2812.4845957297453+15.503005760305484j),(0.998317942698586-0.06375434627641158j),301,1.746031746031746,0.0007792875908442945,1,3
41131,77250,250,44100,0.0703184714073516,-0.2430151607081667,444.6794108989657,0.4403964769281003,0.004674432320039527,(0.0682522931446648-0.01692075357545502j),(2794.0031409656553+2.767092673168294j),(0.998056296735806-0.06331767645480034j),302,1.751700680272109,-0.0019613920032743575,1,3
41199,77500,250,44100,0.071110817330321,2.7689043791898102,442.37850432513886,-0.0525948773993787,0.0046972987240175386,(-0.0662291917300018+0.025892904514112462j),(2779.5461185877934-0.33046336090868805j),(0.9980068983030934-0.06298606235707041j),303,1.7573696145124718,1.1118286916997664e-5,1,3
41633,78000,250,44100,0.0724107533760388,2.6748900926753554,442.9084631470389,1.2509020047700448,0.005102813479142325,(-0.06466691593995184+0.03258077941518168j),(2782.875948070966+7.8596490970926345j),(0.9981875026227505-0.06307313067772814j),304,1.7687074829931972,-0.012920205363339784,1,3
41792,78250,250,44100,0.0780053006276053,-0.5080259458711481,443.6219506078194,0.0732591592034634,0.0056775945025832105,(0.0681537377899488-0.03794594775812022j),(2787.3589220013987+0.4603008727235318j),(0.9980136193460849-0.0631640019365845j),305,1.77437641723356,3.924025358391324e-5,1,3
41956,78500,250,44100,0.0807899251987093,2.571591167336933,442.43617514973903,1.1744334444279128,0.006334652202902627,(-0.06801705201208753+0.043596933942629916j),(2779.9084750655743+7.379182962289775j),(0.9981808693673463-0.06300527641854715j),306,1.780045351473923,0.0008152845393127391,1,3
42120,78750,250,44100,0.0825493101819181,-0.6331501383628291,442.3488319421261,1.9581159500940009,0.006803541454819092,(0.06654858048473498-0.04884337260035683j),(2779.3596815068186+12.30320536738462j),(0.9982931123767591-0.06299988866568329j),307,1.7857142857142858,-0.0001680724145812846,1,3
42447,79250,250,44100,0.0876561761342141,-0.6365661570534472,443.34335464563134,4.416278557169908,0.008398161024559838,(0.07048798652241121-0.05210613179356874j),(2785.608451945139+27.748296542822224j),(0.9986338646816765-0.0631634594401086j),308,1.7970521541950113,-0.002356578374485196,1,3
42603,79500,250,44100,0.0980534788877402,2.417726138375216,442.5288460780537,0.782694171917409,0.009200858579001417,(-0.07346662738951193+0.06493950555708858j),(2780.4907436807634+4.9178125210065575j),(0.9981243271426588-0.06301493858894648j),309,1.8027210884353742,0.0003119866255083978,1,3
42772,79750,250,44100,0.1017882277832206,-0.7901702666374412,441.242870434593,1.2693133967059256,0.010089893850429054,(0.07163085504382911-0.07231779809243888j),(2772.4107204123807+7.9753312843888855j),(0.9982050606629972-0.06283641710316341j),310,1.808390022675737,0.0034891426781711392,1,3
42938,80000,250,44100,0.1058728079406177,2.3434304360271043,441.4594333065825,1.540696319886857,0.011023300189690109,(-0.07390174781322033+0.07581281640581697j),(2773.771425067746+9.68048047993876j),(0.9982417181549698-0.06286964751155692j),311,1.8140589569160999,0.003357522431896434,1,3
43027,80250,250,44100,0.1127289059029908,-0.8510358685992099,441.6817166336519,-0.4779976086810017,0.01162823680079517,(0.07431140928339548-0.08476804041855071j),(2775.168072402419-3.0033475517314474j),(0.9979526589898071-0.06288317304850723j),312,1.8197278911564625,-0.00028529774999487757,1,3
43267,80500,250,44100,0.1119914151175252,2.242496861965149,441.31087823970176,1.525064940305238,0.012327272599192172,(-0.06969427401229972+0.08766290680740826j),(2772.8380260542135+9.582265625420584j),(0.9982408254207243-0.06284837923248111j),313,1.8253968253968254,-0.0006492822217123925,1,3
43446,80750,250,44100,0.1164248763810884,-0.9183927889091223,442.63767618089486,0.8270518817875419,0.01299223596367745,(0.07068131814509404-0.09251433999993584j),(2781.174543383914+5.196520231922711j),(0.9981296579967491-0.06303081350737624j),314,1.8310657596371882,-0.007582114846431337,1,3
43610,81000,250,44100,0.119527197659395,2.16705813893636,442.8746240228894,0.3341944282530639,0.013454875183048937,(-0.06712088939757277+0.09890165411552475j),(2782.663330583302+2.099805521340934j),(0.9980574432068318-0.06306008142428461j),315,1.836734693877551,0.0003103386215055493,1,3
43698,81250,250,44100,0.1221859135114205,-1.0378189906302402,442.1497354684014,-1.3941976643585012,0.013228997979307947,(0.06208265818894891-0.1052384958692135j),(2778.1087214684003-8.760002280001432j),(0.9978182035478814-0.06294150108133001j),316,1.842403628117914,2.8703931380337505e-5,1,3
44121,81750,250,44100,0.1052292080309051,-1.1501604499330982,438.4736620526445,2.140650352848676,0.011129144321611604,(0.042969398217508316-0.09605632222626843j),(2755.0112709944033+13.450102844827597j),(0.9983537071932338-0.062450327451504424j),317,1.8537414965986394,8.638788614538572e-5,1,3
44220,82000,250,44100,0.1101924712120729,1.9943247112736904,440.6508522096784,-3.757512496957717,0.009919588162908216,(-0.04528686182061963+0.100456362955582j),(2768.6909602000146-23.609147312428405j),(0.9974956936251329-0.06270729284271745j),318,1.8594104308390023,0.0005576491521727962,1,3
44394,82250,250,44100,0.0989762694399166,-1.1096026092231728,442.4395090823313,-3.62488176015067,0.008039066480955363,(0.044046164465112496-0.0886354179104225j),(2779.929422781853-22.775803815641968j),(0.9974985301122414-0.06296268280090835j),319,1.8650793650793651,-0.0005166901260993926,1,3
44550,82500,250,44100,0.086005996696147,2.012197889144548,441.17712365191306,-3.666904521095492,0.006061520491274502,(-0.0367423734774346+0.0777626482248538j),(2771.997621193452-23.039840609777592j),(0.9975038661093605-0.06278289635331655j),320,1.870748299319728,-0.00016602704508917804,1,3
44722,82750,250,44100,0.0719253161071238,-1.162709246274613,438.83805319026345,-5.2259195873477,0.00402289321157856,(0.028543865326928892-0.06601892796242474j),(2757.300808036357-32.83542116772507j),(0.9973031862204799-0.06243659358605566j),321,1.8764172335600906,-2.6569047906897588e-5,1,3
44852,83000,250,44100,0.0627132733636315,1.994861716557393,439.8383751493194,-11.098054371591347,0.002533772522892192,(-0.025804576385372705+0.057158363286163444j),(2763.5860162719464-69.73113216586295j),(0.9964602527283799-0.06252639651226947j),322,1.8820861678004535,-9.577807787091338e-7,1,3
45042,83250,250,44100,0.0478741480589302,-1.1377947458804356,446.3219311215964,-17.28182069340441,0.00122973589471749,(0.02008786109584748-0.04345586138787626j),(2804.3233998952337-108.58488186211072j),(0.995524587926057-0.06339097562634954j),323,1.8877551020408163,-9.086602478135343e-6,1,3
45162,83500,250,44100,0.0565258366046274,-2.281810255122372,882.6501924805108,-2.4894820310775883,0.002725799104195213,(-0.036888894392855164-0.042829658816360174j),(5545.854720772779-15.641876920154296j),(0.9917512588734326-0.12538065999890158j),324,1.8934240362811792,2.728768093995473e-6,1,-1
45274,83750,250,44100,0.0508506691925667,-2.2677939671474383,890.403167822925,-1.0247420874678763,0.002321070056693812,(-0.0326419830459254-0.038990915610708325j),(5594.568101531161-6.4386444276266985j),(0.991819118107033-0.1265024804933402j),325,1.899092970521542,2.1156697700905578e-8,1,-1
45443,84250,250,44100,0.0362342502316303,-1.250523712604262,436.9848000690092,-14.60186713548485,0.000761126886598367,(0.011407459567949653-0.03439172511017725j),(2745.6564752544077-91.74623704306688j),(0.9959882612937676-0.06209026120082614j),326,1.9104308390022675,-1.2707315287947708e-6,1,3
45757,84750,250,44100,0.0298511914620526,-0.6431367181778437,277.3852203047706,1.8284113818616023,0.0008854988496689242,(0.02388747808045208-0.01790201169310434j),(1742.8627406477074+11.488247529992744j),(0.9994794938659195-0.03952070404918693j),327,1.9217687074829932,-4.5107690377494925e-7,1,-1
45810,85000,250,44100,0.0530993772474144,1.8106407558593025,583.2863543804108,-3.965310486923246,0.0022872531828187943,(-0.012613837329809603+0.051579404532044945j),(3664.896251721342-24.914780589841268j),(0.9959859787251235-0.08296171576254789j),328,1.927437641723356,-1.3020949666130424e-7,1,-1
46011,85250,250,44100,0.0368406086824681,-2.844855433436119,884.9378922768368,7.241395892443105,0.0016512591791256416,(-0.03523051270885592-0.010772252427690759j),(5560.228762520293+45.49903227486912j),(0.9930862151818052-0.12587830538201958j),329,1.933106575963719,3.6664450564528377e-7,1,-1
46162,85500,250,44100,0.0449987115292689,1.0730529790202008,293.4764079668964,2.7226135084714627,0.0020788135901296067,(0.02148436126852632+0.03953866791101857j),(1843.9666545414455+17.106685193556558j),(0.9995135940341556-0.04181733790468082j),330,1.9387755102040816,-3.0921216207212566e-7,1,-1
46233,85750,250,44100,0.0517197732404956,-1.90185340475242,637.9972397800094,-8.747991067631089,0.001854909363575757,(-0.016811144443820994-0.048911352123380075j),(4008.6548830068864-54.96524894347792j),(0.9946310525808778-0.09066100882752905j),331,1.9444444444444444,-1.298753386887623e-6,1,-1
46525,86250,250,44100,0.0410474482032209,2.030163240167055,288.4682809886356,-4.0598063685501975,0.001362452391750589,(-0.01819964792589875+0.0367921978056413j),(1812.4996646951477-25.508515724868715j),(0.9985777547025638-0.041064436183565166j),332,1.9557823129251701,-1.2755476599711168e-7,1,-1
46759,86500,250,44100,0.0463208816159335,2.965765678259334,644.6568334267447,8.460701424428219,0.0027368464395666524,(-0.045606716410477526+0.008102560825542178j),(4050.49834395984+53.16015487840078j),(0.9969860221292425-0.09182957906987625j),333,1.961451247165533,4.965045332947359e-6,1,-1
46838,86750,250,44100,0.059698698903072,-0.9634692563202988,672.0604000018192,-27.06262749018803,0.0014758546799066598,(0.034068528423569035-0.049023158015086325j),(4222.680030828666-170.0395034200238j),(0.9915885234398704-0.09523820522013983j),334,1.9671201814058956,5.944641746575986e-6,1,4
47077,87000,250,44100,0.0375203808242421,-0.2517184199525908,652.7395361656322,14.06006420928418,0.002248808404142609,(0.03633795781872644-0.009345148407629306j),(4101.283463051119+88.34198885777593j),(0.9976752130072872-0.0930518417990902j),335,1.9727891156462585,7.677729954708843e-5,1,4
47320,87500,250,44100,0.0536677989722563,2.9025327249854587,658.6638442891442,-4.437772853359852,0.002299575367224281,(-0.05214154060132638+0.012707965621874907j),(4138.506988807973-27.883349188831048j),(0.9949706165008845-0.09364678597746637j),336,1.9841269841269842,-6.884331974992824e-8,1,4
47554,87750,250,44100,0.0313982377400887,-0.1489046456472535,291.7200125369164,15.210550989147045,0.0016519317864625207,(0.031050790255817-0.004658085193766932j),(1832.9308965821979+95.57071048911463j),(1.0013039930219372-0.041641237824413244j),337,1.989795918367347,-2.3259554323029243e-6,1,-1
47643,88000,250,44100,0.0560683855398504,-0.1117045497750143,666.620786856944,-15.28389153120362,0.001786421031016881,(0.055718941093404833-0.006250076837526854j),(4188.501933440046-96.0315227053851j),(0.9933276265827728-0.09462835291027909j),338,1.9954648526077097,4.233364100399523e-7,1,4
47792,88250,250,44100,0.0527115074599059,2.726168899879501,321.6951492034897,-36.15158695836799,0.0009324098738859744,(-0.04822815049254544+0.021273187790364464j),(2021.270234866311-227.1471200080429j),(0.9938177248320729-0.045582358371135834j),339,2.0011337868480727,-1.436858966019302e-7,1,5
48014,88500,250,44100,0.0210280855337863,-1.667660940324904,416.483150935209,51.981942471176936,0.004365094242212161,(-0.0020336936194852856-0.02092951197420286j),(2616.840814643963+326.61217717355345j),(1.0056605521595292-0.05974482313626888j),340,2.006802721088435,-0.00016948919225989205,1,-1
48177,88750,250,44100,0.0787007911213085,-2.8459663131719037,305.5701659254633,2.067633075276549,0.006208606921807667,(-0.07528673919692118-0.022928615837302782j),(1919.9539768552993+12.991321759216156j),(0.9993467938768065-0.04353544252863815j),341,2.012471655328798,1.3672835129731275e-5,1,5
48256,89000,250,44100,0.0986219135122385,-1.493048461648708,307.807741506915,-15.794082828071131,0.005445792257811518,(0.007659920760395282-0.09832399218278279j),(1934.0130788723804-99.23714916571394j),(0.9967929317172064-0.043742571936473476j),342,2.018140589569161,7.90971125293405e-7,1,5
48497,89250,250,44100,0.0439224972558473,0.2183664909720042,355.21109492185127,10.553904025885693,0.00267268858157167,(0.04287945333977704+0.00951515877281078j),(2231.8571325601492+66.31213470882847j),(1.0002225185205869-0.050663528451062895j),343,2.0238095238095237,1.237074695086901e-6,1,5
48658,89500,250,44100,0.0272123032858612,0.8993563991054185,351.42594384051125,27.7440232531879,0.0021592030677398274,(0.01692915455774898+0.021305238231044046j),(2208.074326900419+174.320839266479j),(1.0027024864930496-0.05024702173088493j),344,2.0294784580498866,0.00015704565716358743,1,5
48741,89750,250,44100,0.1453034170093561,1.1232876938301968,315.6596575900342,-24.837275207375885,0.009244973473263642,(0.06287581699865036+0.1309950939209063j),(1983.3481226390422-156.05720265335998j),(0.9954599591407471-0.044799905993324354j),345,2.0351473922902494,1.2004541993160214e-6,1,5
48883,90000,250,44100,0.0451550887022942,-1.0156219308347096,662.8373572574038,-5.99255024739107,0.0015458393597665005,(0.023800863951162807-0.03837317957754214j),(4164.729944169466-37.65230366694296j),(0.9946943885398065-0.09421753041509849j),346,2.0408163265306123,-2.3025191572230266e-7,1,4
49156,90250,250,44100,0.0478311227683799,2.582429508611386,340.2771156916442,0.502273802170628,0.002167553869005244,(-0.04054641120800939+0.025373309666554128j),(2138.024173683187+3.1558793739797157j),(0.99889649358136-0.04846575218330954j),347,2.046485260770975,-9.431521460960292e-7,1,5
