Column1,onset,duration,sample_rate,amplitude,phase,frequency,decay,power,d,w,z,id,onset_s,dynamicResonance
110,250,250,44100,0.013002368754421,-1.1469715711701822,523.112334368627,12.143844403154224,0.00022991967436069476,(0.005347221603023547-0.011851954031049237j),(3286.811733309372+76.30202472657366j),(0.9989507543950084-0.07459084197510991j),2,0.005668934240362812,-1
164,500,250,44100,0.0196430356040131,-0.9276772328626156,525.0551748157247,13.383721634277997,0.0005519740389256517,(0.011779817357357171-0.015718929695365293j),(3299.018959860771+84.09240312787706j),(0.9991065479456066-0.07488058321206534j),3,0.011337868480725623,-1
234,750,250,44100,0.03141224802111,-0.7625406319264784,523.1161971774568,11.11440760417157,0.001287343741988966,(0.02271367439294393-0.021698348354449837j),(3286.836004053056+69.83388255653587j),(0.9988042080957639-0.07458045224564729j),4,0.017006802721088437,-1
322,1000,250,44100,0.0458433408843852,-0.534250430982705,524.4385647077279,9.757611963584578,0.0025975726765949704,(0.0394550964824136-0.023343248809995967j),(3295.144684289947+61.30888412275438j),(0.9985970809228709-0.07475417890103608j),5,0.022675736961451247,-1
405,1250,250,44100,0.0638125516073259,-0.3437120958308216,524.2330373672021,7.372243326851354,0.004585077360340492,(0.06008017058210791-0.021503833273685158j),(3293.853317923731+46.32117095222518j),(0.998259945769025-0.07469954575518041j),6,0.02834467120181406,-1
505,1500,250,44100,0.0834251563176696,-0.150126172586319,524.5767511644813,4.905322540740102,0.007134242713375654,(0.08248680810166042-0.012477307234634801j),(3296.0129354046708+30.82105051495505j),(0.9979054843403945-0.07472216365944369j),7,0.034013605442176874,-1
616,1750,250,44100,0.1078598774265053,-0.04423197752705,522.9105936362436,1.9649329628203736,0.010698366207649452,(0.1077543824374967-0.004769300155627322j),(3285.5441589038005+12.346037921585825j),(0.9975052173880437-0.07445407362875854j),8,0.03968253968253968,-1
726,2000,250,44100,0.1165950139269636,0.2194130806599746,523.8061661834492,2.743215781110844,0.012861306739853424,(0.11379969095806373+0.025377699077695024j),(3291.1712071739166+17.23613309029883j),(0.9976063240690818-0.07458962268533745j),9,0.045351473922902494,-1
836,2250,250,44100,0.1286513912610345,0.4065811279186338,524.3101772889922,2.69527866202016,0.015631174393291834,(0.11816350528455555+0.05087795684052773j),(3294.3380023469203+16.93493528795972j),(0.997594151786093-0.07466075009298388j),10,0.05102040816326531,-1
952,2500,250,44100,0.043320881574786,1.364316957617364,515.4400990306643,7.590248479815302,0.002131012566599402,(0.008881444800026513+0.042400692431618564j),(3238.6056569606612+47.6909377262177j),(0.9983837543711751-0.07345116733561002j),11,0.05668934240362812,-1
1060,2750,250,44100,0.1531402141119576,0.764128411492607,524.6461409414646,0.7865723944461303,0.020669175052806216,(0.11056504325100369+0.10595893727836232j),(3296.448924231881+4.942180111816992j),(0.997319324430994-0.07468818774832586j),12,0.06235827664399093,-1
1172,3000,250,44100,0.1587222767349577,0.9235217360361376,523.8060372650348,1.3041865828818473,0.022620114048428158,(0.09571183540182945+0.126617556823458j),(3291.1703971556294+8.194445975383974j),(0.9974018102544154-0.07457431305241113j),13,0.06802721088435375,-1
1289,3250,250,44100,0.1631379742393904,1.114167406017754,524.1580657424935,0.9510223319513484,0.023594714830087522,(0.07193159924867687+0.14642350790928263j),(3293.3822573129064+5.975449542916379j),(0.9973478834890764-0.07462058339738122j),14,0.07369614512471655,-1
1407,3500,250,44100,0.1684609787134386,1.294180531169019,524.0629347428594,0.7251849591229154,0.02495680292696988,(0.04600697364400386+0.1620569644452517j),(3292.7845316137486+4.556471480148731j),(0.9973168042411342-0.07460466492007359j),15,0.07936507936507936,-1
1530,3750,250,44100,0.1747392921293511,1.484727434681171,523.632364773293,0.3793170624348764,0.026522075341221255,(0.015021055610102668+0.17409246997565667j),(3290.079180707256+2.3833193934533377j),(0.9972722344316834-0.07453981030680751j),16,0.08503401360544217,-1
1669,4000,250,44100,0.1722449628052192,1.700818540976642,522.6705548830139,1.6414230922635464,0.02696492218293883,(-0.022332622062649743+0.17079104544319126j),(3284.0359509363548+10.313365456175598j),(0.9974617867001744-0.07441652906748761j),17,0.09070294784580499,-1
1793,4250,250,44100,0.102329426651007,2.075987483071433,524.6836788723123,4.847484208467366,0.010710557520012974,(-0.049524856284249+0.08954663683661332j),(3296.6847820074445+30.45764155542722j),(0.9978961225983406-0.07473675048281048j),18,0.0963718820861678,-1
1874,4500,250,44100,0.1880425118151479,2.266129710075294,524.0582297657429,-0.0881097550263451,0.030208154190392997,(-0.12046782934919485+0.1443865933583977j),(3292.7549693706596-0.5536099182007247j),(0.9972012969945443-0.07459535214615355j),19,0.10204081632653061,-1
2063,4750,250,44100,0.1949224240140849,2.3799800515573923,522.4377830262531,0.4563969210019976,0.033093558666539354,(-0.14107005835271735+0.13451390270112462j),(3282.57340222603+2.8676264282817536j),(0.9972958588546705-0.07437089117065322j),20,0.10770975056689343,-1
2195,5000,250,44100,0.1976951959163229,2.614987307864626,522.3913318889417,0.5890344370023227,0.0342033313201579,(-0.17091109626379994+0.0993619024692031j),(3282.281541122574+3.7010125199957935j),(0.9973151977609906-0.07436569622302693j),21,0.11337868480725624,-1
2319,5250,250,44100,0.2028138800218019,2.854531130506139,522.868469924875,0.9011612937445652,0.03640183261484347,(-0.1945147363089822+0.057423751951130586j),(3285.279487819446+5.662163400254799j),(0.9973544919362355-0.07443680435865294j),22,0.11904761904761904,-1
2448,5500,250,44100,0.2090071704495792,3.0787419598163805,522.7181499651314,1.1598109199696662,0.03901973343849695,(-0.2085944952456927+0.013127598886854407j),(3284.3349996570087+7.287306931459846j),(0.997392840490661-0.0744181863936115j),23,0.12471655328798185,-1
2577,5750,250,44100,0.2174479626648028,-2.9740605075089395,522.915026557775,1.0958325351279523,0.04213797209046458,(-0.21440353518066452-0.0362593514711312j),(3285.5720117712353+6.885318883845308j),(0.9973816611066234-0.07444548479278594j),24,0.13038548752834467,-1
2703,6000,250,44100,0.2257825910401298,-2.755865033251496,523.0053186192381,1.276341247147234,0.0457261155135063,(-0.20919319775406092-0.0849469506823223j),(3286.1393335251746+8.01948857102277j),(0.9974063544246278-0.07446023049555307j),25,0.1360544217687075,-1
2845,6250,250,44100,0.2355732521236471,-2.5340447890836724,523.0867814615694,0.7507284189446541,0.04884715584272942,(-0.1934174895194481-0.13447836950270325j),(3286.651179659192+4.716965771595212j),(0.99733080008946-0.07446623010403544j),26,0.1417233560090703,-1
2979,6500,250,44100,0.2411846935411158,-2.316262525040023,523.0644569158399,0.7447637559675206,0.051191056586408636,(-0.1635990587580682-0.1772157001283919j),(3286.510910401475+4.679488688815009j),(0.9973301893878362-0.07446299460461057j),27,0.1473922902494331,-1
3110,6750,250,44100,0.2434616674258354,-2.095672842741368,522.9945025869149,0.7088317643079413,0.0520951609016585,(-0.122000138141213-0.21068827636888826j),(3286.0713743898+4.45372132676184j),(0.9973258257321896-0.07445267325033561j),28,0.15306122448979592,-1
3249,7000,250,44100,0.2492527973772572,-1.875363309457189,523.2337639962185,0.4360757317503913,0.054073587925383915,(-0.07474595749198726-0.2377814097842682j),(3287.574698161311+2.7399446305516455j),(0.99728453076107-0.07448377644020225j),29,0.15873015873015872,-1
3384,7250,250,44100,0.2530934022593155,-1.663484333799714,523.2827259530293,0.0046815785061195,0.054903837126923816,(-0.023425148224738138-0.2520070092236419j),(3287.8823352089553+0.029415225284057985j),(0.9972227167110526-0.07448615509032411j),30,0.16439909297052155,-1
3461,7500,250,44100,0.2556368258779231,-1.4257397990831104,523.7425284296019,-0.2930113258313263,0.055425438509047575,(0.03695188495479319-0.2529520605633156j),(3290.771359373961-1.8410444573006j),(0.9971755397752446-0.07454832177713308j),31,0.17006802721088435,-1
3566,7750,250,44100,0.2549101650642702,-1.2417246582996455,523.0374407327665,-0.1095163408220324,0.05546984883164201,(0.0823779537591765-0.24123238793235138j),(3286.341162716932-0.6881114635490664j),(0.9972090940171274-0.0744500935350251j),32,0.17573696145124718,-1
3717,8000,250,44100,0.2545670568589092,-1.0188069582955177,522.9755276034435,-0.4783576679946149,0.054603962624042164,(0.13349042796491153-0.2167595259257408j),(3285.9521510524487-3.005609871120455j),(0.9971573477349729-0.07443738516423955j),33,0.18140589569160998,-1
3939,8250,250,44100,0.2505225589402046,-0.8084802164826278,522.8138769928024,0.1340859877591415,0.05404184183904749,(0.17301047735486846-0.18118754720837973j),(3284.9364703107717+0.8424871081869001j),(0.9972460761963513-0.07442091287423598j),34,0.1870748299319728,-1
4086,8500,250,44100,0.2513006365280181,-0.5822459344122349,523.0634305321953,0.2548675757935749,0.05461209870586598,(0.20989375914750863-0.13819051990029826j),(3286.5044614428393+1.6013802075026697j),(0.9972605906756901-0.07445765155543571j),35,0.1927437641723356,-1
4239,8750,250,44100,0.2534721453458318,-0.3646483247982935,523.0136629470762,0.2934339474825302,0.05563630942640699,(0.23680615753162007-0.09039343018896903j),(3286.191762483246+1.84369986744994j),(0.9972665983483352-0.07445098938893176j),36,0.1984126984126984,-1
4387,9000,250,44100,0.2567214491965111,-0.1472385328174352,522.7995564990571,0.2076760505141398,0.056897987407281796,(0.25394371692313555-0.037662861187371374j),(3284.8464919948797+1.3048671092435287j),(0.9972566840264229-0.0744196584400423j),37,0.20408163265306123,-1
4527,9250,250,44100,0.2581295583193708,0.09147323898119,523.4116330704691,0.5037251243111278,0.05813379975165016,(0.2570503804976768+0.023579032298909477j),(3288.6922825152437+3.164998299928889j),(0.9972922551298677-0.07450976780144263j),38,0.20975056689342403,-1
4670,9500,250,44100,0.2627371415753878,0.2974816330757674,523.3634357290208,0.5870104538781833,0.06040706211827983,(0.25119711865901084+0.07701177274038183j),(3288.389449687611+3.6882954589682213j),(0.9973046008562771-0.07450380350408044j),39,0.21541950113378686,-1
4815,9750,250,44100,0.2677412960011918,0.5066738938178335,523.5635773207299,0.2952321540555409,0.0620806646127305,(0.23410319161536197+0.12992727681244975j),(3289.646976395993+1.8549983325687547j),(0.9972610175872489-0.07452914361589665j),40,0.22108843537414966,-1
4960,10000,250,44100,0.2708012978013635,0.7060188363508119,523.891279472778,0.1979784619483944,0.0632884270197622,(0.20606649566125834+0.17569844124747197j),(3291.705989742873+1.2439353632521646j),(0.9972437185539902-0.07457467196116134j),41,0.22675736961451248,-1
5114,10250,250,44100,0.2718479126327371,0.8918857905595332,524.1462173830791,0.3808628491292611,0.06419516062219822,(0.17070567715121582+0.21156762368359j),(3293.3078118751205+2.393031857699529j),(0.9972669942162673-0.07461283842655567j),42,0.23242630385487528,-1
5192,10500,250,44100,0.2771002422340251,1.060674844712204,524.4257266765611,-0.1418782630144711,0.06547245470788235,(0.13530341131536916+0.24182127932127778j),(3295.0640205611467-0.8914474175806861j),(0.9971897506419389-0.07464699309131313j),43,0.23809523809523808,-1
5347,10750,250,44100,0.2740660458616233,1.2273307318447155,524.622593859969,-0.284759829114581,0.06372347747684225,(0.09229236821607643+0.2580587457601342j),(3296.3009735554006-1.7891987743677054j),(0.9971673567739141-0.07467344290278143j),44,0.2437641723356009,-1
5477,11000,250,44100,0.2727064780417337,1.377116301780246,525.4766854458474,-1.032093502233408,0.06145481652141768,(0.0524881998409304+0.2676075709754586j),(3301.6673892587773-6.484834728868471j),(0.9970520937978578-0.07478682158265422j),45,0.2494331065759637,-1
5639,11250,250,44100,0.2628541829406139,1.5096355712199965,525.2913136137214,-0.7773286575683322,0.05760732342996255,(0.01606633966820681+0.26236271499403935j),(3300.5026636867983-4.884100000082977j),(0.9970902602112051-0.0747632020965245j),46,0.25510204081632654,-1
5802,11500,250,44100,0.2549745972302252,1.6473094644552366,525.5259989819756,-1.0354006768497508,0.05371660041607487,(-0.019489876992909293+0.2542286174440573j),(3301.977235344423-6.505614319826154j),(0.9970510985187631-0.07479379161490544j),47,0.26077097505668934,-1
5927,11750,250,44100,0.2458890553698919,1.7702053334243646,525.658767658345,-1.3697972809803378,0.04937587527624579,(-0.048708183456763+0.24101647332711537j),(3302.8114455410414-8.606690149670206j),(0.9970021817682224-0.07480908790270502j),48,0.26643990929705214,-1
6107,12000,250,44100,0.2346376715025774,1.8985240168875053,525.7397575786541,-1.1717627406972453,0.045272746624636734,(-0.07552810486145807+0.22214936926353857j),(3303.320320218357-7.362402435849416j),(0.9970294494012155-0.07482270351724395j),49,0.272108843537415,-1
6246,12250,250,44100,0.2255310934632891,2.0220673856862104,526.0209394344811,-1.6973606115811115,0.04106715868480117,(-0.09835629835343276+0.2029539669308224j),(3305.087037923535-10.664831255671796j),(0.9969517915444259-0.07485704019817757j),50,0.2777777777777778,-1
6401,12500,250,44100,0.2120027494768768,2.141190626560469,525.7394627215627,-1.7776968041964896,0.03618700686934264,(-0.11447384586276593+0.1784401983835008j),(3303.318467576613-11.169598440747489j),(0.9969433817349505-0.07481620239749656j),51,0.2834467120181406,-1
6536,12750,250,44100,0.1994450576481272,2.2605388273332405,525.7894280291646,-1.499880509350867,0.032337989674902146,(-0.12691458191724772+0.15385389145886116j),(3303.6324088632055-9.4240271788784j),(0.996982310991635-0.07482626120907364j),52,0.2891156462585034,-1
6700,13000,250,44100,0.1881869110559795,2.3863356147224897,525.654499710052,-1.2696598963364092,0.02902243255761467,(-0.13701801925611357+0.12899758095376226j),(3302.784629231035-7.977508405776083j),(0.997016451749412-0.0748095489581815j),53,0.2947845804988662,-1
6863,13250,250,44100,0.1796480327898547,2.5132311015240942,525.889066252812,-1.3815137038261724,0.026345338562158992,(-0.1453337685823558+0.10560071682955073j),(3304.25845428606-8.680306605547857j),(0.996998062298881-0.0748416765538625j),54,0.30045351473922904,-1
7012,13500,250,44100,0.1711812554336264,2.632068855402206,525.4637672552893,-1.2103520039219098,0.02406399139063175,(-0.14943727820955774+0.08349564116258823j),(3301.586221873668-7.604865927557513j),(0.9970269090983408-0.07478308714793204j),55,0.30612244897959184,-1
7161,13750,250,44100,0.1649326864089809,2.76690223599553,525.5080371041939,-0.8728597575616863,0.02260497248161926,(-0.15348981642107443+0.06036279732673207j),(3301.864377537856-5.484339603939923j),(0.9970743800603223-0.07479297207467958j),56,0.31179138321995464,-1
7320,14000,250,44100,0.1598799404602275,2.896064781968608,525.7585979501332,-0.4111974585499646,0.021589221438076064,(-0.15508500534205963+0.038861761149222684j),(3303.4386977636163-2.5836298299107248j),(0.9971372946786121-0.07483348852261174j),57,0.31746031746031744,-1
7464,14250,250,44100,0.1561050720836853,3.030556848811309,525.8528815124525,-0.3348603261200233,0.020637351838078282,(-0.1551437545527041+0.01729765745824824j),(3304.0310988570895-2.1039894810346955j),(0.9971471344516423-0.07484769724611129j),58,0.3231292517006803,-1
7603,14500,250,44100,0.1543402997693808,-3.1352729401854744,526.2592973865774,-0.5162945842832181,0.020044600190687285,(-0.15433721769819178-0.0009753799686683029j),(3306.5846851059955-3.2439745461447083j),(0.9971170229555488-0.07490350009646307j),59,0.3287981859410431,-1
7751,14750,250,44100,0.1513796807672353,-3.0271133829492207,525.6092939595837,-0.3335452149491325,0.019407754577682148,(-0.1503888101705679-0.01729200753732647j),(3302.5005931238925-2.0957263938484463j),(0.9971499183038661-0.07481310488315222j),60,0.3344671201814059,-1
7904,15000,250,44100,0.150994583383098,-2.895628477241925,526.2779034541257,-0.5775508285817814,0.019143609149601646,(-0.1464501004640112-0.03676591199897508j),(3306.7015904762397-3.6288588802944446j),(0.9971081220542735-0.07490548962589237j),61,0.3401360544217687,-1
8045,15250,250,44100,0.1485288769812591,-2.7885041852878087,525.7153757433042,-0.9072663462718232,0.01830997811830684,(-0.13936601253300257-0.051360898044767185j),(3303.1671246287247-5.700522576593626j),(0.9970672824410498-0.07482205958066j),62,0.3458049886621315,-1
8274,15500,250,44100,0.1432369535517793,-2.695069458430898,527.5729137105811,0.6383482059351372,0.01798670757614882,(-0.12919313564184534-0.06185433344416828j),(3314.8383798922473+4.010860068396103j),(0.9972670322873993-0.07510247181686809j),63,0.35147392290249435,-1
8421,15750,250,44100,0.1473018562269379,-2.6441663281615218,527.1720428348534,0.3274118811719834,0.018812205545728693,(-0.12945086562826222-0.07028734051018791j),(3312.3196338957982+2.0571895211758346j),(0.9972271410372553-0.07504218885298522j),64,0.35714285714285715,-1
8575,16000,250,44100,0.1484760099168772,-2.571693747636337,527.3002495265022,0.8224827777552238,0.01945430880643353,(-0.12501019679743813-0.08010977604201884j),(3313.125180297048+5.167811704599876j),(0.9972961125724835-0.07506569916991761j),65,0.36281179138321995,-1
8720,16250,250,44100,0.1530709916696254,-2.505973433000424,527.3355791232634,0.5984406505498652,0.020511995692027215,(-0.12317687516355619-0.09087456143313292j),(3313.347162700327+3.760113502753906j),(0.9972639009437386-0.07506832290951253j),66,0.36848072562358275,-1
8874,16500,250,44100,0.1590208638597324,-2.443632606665348,526.3696696218049,0.7287956364986926,0.02224101689534007,(-0.12183459318730552-0.10219572909656907j),(3307.2781743126975+4.57915803518518j),(0.9972927442975263-0.07493247161920298j),67,0.3741496598639456,-1
9020,16750,250,44100,0.1637542873294581,-2.3542838993295003,525.7131530818192,0.6156193783188182,0.023489516398733708,(-0.11557032512096099-0.11601278623588906j),(3303.1531592347387+3.86805063266783j),(0.997283667736495-0.07483798000178461j),68,0.3798185941043084,-1
9162,17000,250,44100,0.1674306690711099,-2.2272080205659632,525.6550737203686,0.8443073222642786,0.02475784565976108,(-0.10217928345902794-0.13263643156161564j),(3302.7882358442225+5.304939361995055j),(0.9973167815351559-0.07483216574993706j),69,0.3854875283446712,-1
9314,17250,250,44100,0.1717843387433469,-2.105183389606613,525.6482361074795,0.415161287743285,0.025665419729942508,(-0.08749210910306654-0.1478343325556891j),(3302.7452738553816+2.608535303258365j),(0.9972558774062181-0.07482661890909251j),70,0.391156462585034,-1
9463,17500,250,44100,0.1744395152469245,-1.981512841729714,525.3086614076138,0.9962991319685076,0.02702091375517781,(-0.06964782966011725-0.15993224910322903j),(3300.6116630904958+6.259932067540303j),(0.9973420710629207-0.07478456215324704j),71,0.3968253968253968,-1
9613,17750,250,44100,0.1810102788032821,-1.834775706239939,525.430763516929,0.4114238624473247,0.028492453199763797,(-0.04722995108638018-0.17473995751636215j),(3301.37885326972+2.585052367552106j),(0.9972576643671629-0.0747956794767468j),72,0.40249433106575966,-1
9771,18000,250,44100,0.1842627454433828,-1.697034130348043,524.9901257188975,0.2264339969129297,0.029331712858957144,(-0.023199192520668585-0.18279649018709812j),(3298.6102443313407+1.4227267624492677j),(0.9972360740047945-0.07473110156292746j),73,0.40816326530612246,-1
9914,18250,250,44100,0.1869303723567068,-1.5446731409837942,524.4197285767392,0.939213613502646,0.030965661010068736,(0.0048826614682750315-0.18686659339326353j),(3295.026333388474+5.9012531766628715j),(0.9973434229040232-0.07465763950116419j),74,0.41383219954648526,-1
