id,onset,duration,sample_rate,amplitude,phase,frequency,decay,power,d,w,z
28178,49000,250,44100,0.1683255700315458,1.5809033133551322,491.95033047661406,2.35919710303587,0.0308432336768815,(-0.0017012353098426608+0.16831697277715452j),(3091.015088312803+14.823272574535622j),(0.997879987834125-0.07005721344257435j)
28340,49250,250,44100,0.1440994211811205,2.7302039146151804,489.35661121642056,0.2879111214593284,0.0209781893686715,(-0.13207668401179148+0.05762284898530571j),(3074.718269566207+1.8089989281268497j),(0.9976113620226782-0.06966788712461511j)
28483,49500,250,44100,0.207175993517954,-2.121028856149922,503.5951685625132,5.14239049261017,0.0518005776997881,(-0.10832931296763355-0.1765974298853521j),(3164.18176387861+32.310592386948215j),(0.9981581110014036-0.07174114966425595j)
28623,49750,250,44100,0.2267245588276792,-0.8565093140378683,495.67711613098726,0.2687321625344296,0.051897230762322,(0.14852246966917465-0.1713041201459407j),(3114.4311731793687+1.6884939752029249j),(0.9975454944159677-0.07056603427202612j)
28688,50000,250,44100,0.2120260252410189,0.1267541618087727,494.2683521584258,-8.52096304222764,0.0337396820757688,(0.21032503397546187+0.02680327335841677j),(3105.5796480856866-53.53878978994498j),(0.9963111566381024-0.07027774534045446j)
28925,50250,250,44100,0.0847735954481727,1.7313529297664298,483.36895442536536,9.369949507197394,0.0102074896852719,(-0.013552557652013818+0.08368327590563893j),(3037.0967123922146+58.87312907263726j),(0.9989622248334907-0.06890590767941422j)
29227,50750,250,44100,0.1857974607546288,-1.876793883586729,491.9469452551422,0.9194048337024758,0.0356716061898688,(-0.05597047099646406-0.17716659617236485j),(3090.99381833899+5.776790942469287j),(0.9976753418629424-0.07004236249421733j)
29301,51000,250,44100,0.255530438142767,-0.4234597871016089,499.6569423775826,-2.7496595417602894,0.0593218495558969,(0.23296012802082472-0.10500182650771106j),(3139.437158977104-17.276620432534404j),(0.9970764381653036-0.07110107682989297j)
29430,51250,250,44100,0.2430897085621781,0.6595734937404735,499.3695084654068,-2.248774552616001,0.0546197889563155,(0.1921025313676742+0.1489604774796875j),(3137.631158443336-14.129467228156209j),(0.9971505072163398-0.07106531542958934j)
29670,51500,250,44100,0.1489226715713938,1.9742339355206728,487.2173718320307,0.1218291776646921,0.0222740941929847,(-0.05846440231801961+0.13696669584084295j),(3061.277032097669+0.7654752990885652j),(0.9976089433898925-0.06936218064734544j)
29828,51750,250,44100,0.191116015731336,-2.686688597219794,491.6565583844334,0.8957761710554977,0.0377111078623464,(-0.17168012614315367-0.08397181525066075j),(3089.1692638195545+5.6283276764974906j),(0.9976748801879444-0.07000084983504845j)
29981,52000,250,44100,0.1229269756589063,-1.2326657631807452,494.63926092812966,9.754343100120783,0.0217913677286319,(0.04077783920559293-0.11596641399288052j),(3107.910136617794+61.2883452478675j),(0.9989049969213539-0.07051376004071491j)
30129,52250,250,44100,0.178588690197286,0.1089478226605994,494.9713262828253,3.589488997112911,0.0363240762364215,(0.17752984749384002+0.01941838085928202j),(3109.996564775441+22.55342452694263j),(0.9980246667585362-0.0704990698937341j)
30367,52750,250,44100,0.1855812052014155,2.48925744392472,495.1896905860011,-5.95895774377806,0.0280874832340202,(-0.14747551793895655+0.11265591565757396j),(3111.3685881567676-37.441235741810324j),(0.9966656631989133-0.07043423447526462j)
30945,53500,250,44100,0.1356047129371999,0.1913091525164576,491.8359093024192,6.11377567462014,0.0230235911052386,(0.13313076070137458+0.02578446675527215j),(3090.296158872272+38.413985490165224j),(0.99841507593222-0.07007842324195045j)
31343,54250,250,44100,0.1861071181392244,-2.4370732329812106,498.5895821720423,-3.1748072088059702,0.0310124550252698,(-0.1417992743265248-0.12053557658450137j),(3132.7307370161852-19.947902007497504j),(0.997026844180614-0.07094515003250908j)
31775,54750,250,44100,0.128376565488528,0.1342447132491735,492.0302773266187,0.8779273786289361,0.0170046901485955,(0.12722152338041634+0.017182158054112974j),(3091.5174091861077+5.516180406172021j),(0.9976686144170959-0.0700537937107475j)
31854,55000,250,44100,0.1306663273650254,1.3240212531905788,490.68542717986907,-1.4815212774793305,0.0162070044695779,(0.03191891001881545+0.12670782252992416j),(3083.0674665036922-9.30867272293206j),(0.997346690136429-0.06983914907492622j)
32103,55250,250,44100,0.141927945584204,2.795431504061295,494.66135098836446,3.8463094384419136,0.0231608537028802,(-0.13350908093403874+0.048154616039390016j),(3108.048932559696+24.1670749504844j),(0.9980642985215801-0.070457571113348j)
32263,55500,250,44100,0.1630844099332803,-2.318416817230072,496.4431435112658,0.6505497166640221,0.0272199256369009,(-0.1108804006726467-0.11959122672654365j),(3119.2442651600322+4.087524421333226j),(0.9975920541845852-0.07067875117768933j)
32350,55750,250,44100,0.1675718669862902,-1.195489715456613,496.7548021981386,-0.8972550645257276,0.0272051996348571,(0.06142477759426432-0.15590807324435166j),(3121.202474442246-5.637619838220523j),(0.9973689459394095-0.07070745355715397j)
32594,56000,250,44100,0.0001927403797514,1.4503268833989005,494.55651252905466,75.10575758457738,1.4403864187893425e-06,(2.3163203766799042e-05+0.00019134346076624624j),(3107.390213092533+471.9033925400083j),(1.0082500737785938-0.07116149275988294j)
32761,56250,250,44100,0.1297941845390351,1.384290388550963,492.83937897657614,4.379235789943915,0.0197579598452851,(0.02406728988407407+0.1275433098903625j),(3096.601144785135+27.515549972050596j),(0.9981583411911199-0.07020381451378321j)
33437,57250,250,44100,0.2080043814483667,0.07124083493304,496.8334988369128,0.3111211765983311,0.0437469092011902,(0.20747676685236077+0.014805874449311113j),(3121.6969400067164+1.9548320055550592j),(0.9975398791910982-0.07073081270606371j)
33522,57500,250,44100,0.2094917612617055,1.208232969742104,495.91496246623535,-1.8871561575601328,0.0410757040013058,(0.07430088520598899+0.19587285798225818j),(3115.925605778366-11.857351841535314j),(0.9972367422290602-0.07057815615530663j)
33774,57750,250,44100,0.1058986705009929,2.333660755154608,488.0202439990667,7.976383474430357,0.0150834949565002,(-0.07317543665979626+0.07654987840307788j),(3066.3216267011326+50.11709545097088j),(0.9987180271125365-0.06955408993811557j)
33945,58000,250,44100,0.1791295791006331,-2.365512001139292,490.44157847779536,2.669615893552653,0.0353281015218814,(-0.12783841562104598-0.12547806820425106j),(3081.535319921648+16.773691358183136j),(0.9979391593911248-0.06984579582500451j)
34105,58250,250,44100,0.2210225238610634,-0.92894104328058,496.64546909322434,1.2242168679759995,0.0510355140444528,(0.13232232327464263-0.17703603818747j),(3120.5155142838603+7.691981437668213j),(0.9976715564228273-0.07071328767019534j)
34276,58500,250,44100,0.2288456336442839,0.3203064060581848,497.910757349152,0.242406904232174,0.0528232939331467,(0.21720631322255574+0.07205374059907542j),(3128.465554862852+1.5230874990304848j),(0.9975192455551052-0.07088322365588463j)
34442,58750,250,44100,0.3171555395822943,1.4983774286002078,497.7336680646655,4.330582195914044,0.1177572792075963,(0.022947984015003836+0.3163242423801619j),(3127.3528700725074+27.209850424900626j),(0.9981022252995378-0.07089933972754653j)
34538,59000,250,44100,0.2232828460084179,2.573555683847601,491.44675663218334,-0.8261478738565191,0.048422223916993,(-0.18821821010005343+0.12012133327744504j),(3087.8510405323964-5.190840182572935j),(0.9974322395171744-0.06995386355210355j)
34769,59250,250,44100,0.2172759979379404,-2.369310580647419,490.8443921593281,0.048068690068939,0.0472894567276974,(-0.15563917982552294-0.15160905310424713j),(3084.066272926985+0.3020244871765271j),(0.9975624828643223-0.06987696423737047j)
34928,59500,250,44100,0.2227354709244341,-0.992109772638162,491.9242813752702,0.5952760898072184,0.050673729947639,(0.12181955645385661-0.18647006642706776j),(3090.851416981974+3.74022998119203j),(0.9976294959150721-0.07003590657527552j)
35088,59750,250,44100,0.2267166548372582,0.3644610772803903,493.28529187809454,1.0871785152158835,0.0534349993589937,(0.2118249966271139+0.08081220442804213j),(3099.402898176237+6.830944073085758j),(0.997685815998434-0.07023427887053282j)
35248,60000,250,44100,0.2360053864716876,1.639594663844848,493.4315995972845,0.0659128150578049,0.0558289891038037,(-0.016223972471758774+0.23544707507396695j),(3100.3221766877787+0.41414243112604565j),(0.9975391935206153-0.07024485416233879j)
35319,60250,250,44100,0.2393632585383087,2.9047225706678383,494.8075737077592,-0.1287421153381145,0.0570338826668769,(-0.2326795674240424+0.05616928378960993j),(3108.9676770017727-0.8089105675076612j),(0.9974977387182851-0.07043845993700111j)
35499,60500,250,44100,0.236720124305006,-2.1375695677282542,492.86026175539655,-0.8702968700356114,0.0543414267672828,(-0.12709802511303875-0.199706057152363j),(3096.7323551541926-5.4682365066921355j),(0.9974118573509785-0.07015429408064237j)
35635,60750,250,44100,0.2296900542200406,-0.8408858636325022,491.32820964093895,-1.6487560622388813,0.0497887472470984,(0.15315799695881732-0.1711728628467962j),(3087.1061878187993-10.35943986538261j),(0.9973165267526272-0.06992882056318737j)
35793,61000,250,44100,0.2181764287945593,0.5045194936961244,491.4255530420035,-0.2155262150443832,0.0472388436847883,(0.19099313938279877+0.10546361832523213j),(3087.717814446119-1.3541911476788966j),(0.9975192300885345-0.06995693621716549j)
36186,61500,250,44100,0.2251258209182293,-3.1269224297338405,493.11707681678246,0.7791544329947528,0.0521087899400464,(-0.2251015960732454-0.003302527726476101j),(3098.345971774555+4.895571685416472j),(0.9976437154396917-0.07020728654413035j)
36254,61750,250,44100,0.230689063818586,-1.8646246846374568,492.782332612857,-1.2319915574303744,0.0509579316439957,(-0.06681184856552433-0.220802221584732j),(3096.242711910787-7.740831252215823j),(0.9973612381118111-0.07013960521050654j)
36415,62000,250,44100,0.2269877493723423,-0.5823811746875482,493.7342741639073,-0.9771973793182958,0.0497779041342204,(0.18957003078824813-0.12484647288595689j),(3102.2239370776397-6.1399122159471125j),(0.997387922533955-0.07027742652791819j)
36873,62750,250,44100,0.2387830431970273,-2.866700436820782,495.54527781141854,-0.3101443217386946,0.0563945752188457,(-0.22981780495562815-0.06481603384819426j),(3113.602808586931-1.9486942454537444j),(0.9974645495343185-0.07054147837336629j)
37133,63000,250,44100,0.241960017404795,-1.5784524905009143,495.6528558093818,1.6442190027630144,0.0620966724611197,(-0.0018524674058064544-0.24195292597329573j),(3114.2787410831097+10.330932679946043j),(0.9977412501752958-0.07057641600936283j)
37203,63250,250,44100,0.22934616015661,-0.4226376224650839,492.9906867311366,-0.482341965924316,0.0517097872878062,(0.20916604822479062-0.09407032182684383j),(3097.5518394454516-3.0306439533317793j),(0.9974656861445499-0.07017670723951362j)
37466,63500,250,44100,0.2276349688268727,0.8757334564077551,493.9098772149872,0.224697399754838,0.0522329507205194,(0.14578511127624003+0.1748267152439399j),(3103.327283588081+1.4118154007010562j),(0.9975569719545534-0.07031442002904888j)
37726,64000,250,44100,0.2384954817880029,-2.950612623459712,495.8021230225324,-0.3372737409442651,0.0562049155096018,(-0.2341593181973532-0.04527149803841665j),(3115.216614643621-2.1191534135985006j),(0.9974581119849583-0.07057770698124817j)
37887,64250,250,44100,0.2410671694286975,-1.768700829484607,496.9590401232139,-0.622418655292753,0.0568488857140186,(-0.047397462313293226-0.23636171589879845j),(3122.485739172248-3.9107717498499013j),(0.9974059432142833-0.07073924586124991j)
38204,64750,250,44100,0.2307560246591905,0.561197951368809,495.35661065701646,-0.6163071714295587,0.0521009188569889,(0.19536224284966408+0.12280853791679895j),(3112.4173778944446-3.872372164235614j),(0.9974229360153858-0.07051159014745086j)
38634,65250,250,44100,0.2290306334449244,2.9502436875524736,496.3013472809923,0.1536767251549923,0.0527420555580002,(-0.2248504985835197+0.04355782757353639j),(3118.353333169364+0.9655793415493232j),(0.9975228623287287-0.07065359535540193j)
38724,65500,250,44100,0.2331748417363413,-2.173681564328906,498.4584130625679,-0.2127190217041219,0.0539622591046412,(-0.13221512734595214-0.19206682930600355j),(3131.90657719478-1.3365530317289545j),(0.9974490305250305-0.07095645630767122j)
38897,65750,250,44100,0.2341491029604066,-1.073992314402726,498.36461090838935,-1.6416028627968628,0.0517535166278951,(0.11159975954750717-0.20584289175509973j),(3131.3172008778633-10.314494987749194j),(0.9972469370917516-0.07092868461712813j)
39058,66000,250,44100,0.2209551303602586,0.0264369130250699,498.453039842308,-1.6746176285991827,0.0460324864082314,(0.22087792094129843+0.005840691155027722j),(3131.8728162561906-10.521932879158307j),(0.997241352540996-0.07094091522069929j)
39220,66250,250,44100,0.2058549797461592,1.140937516799906,496.69600019618247,-1.9539208197907192,0.0395702466426946,(0.08578851094999843+0.1871272403346814j),(3120.8330105675227-12.276846586301339j),(0.9972193962390905-0.07068845482893994j)
39407,66500,250,44100,0.1921570934722566,2.29718395021106,495.67607266227617,-1.868584908765528,0.0345814890927313,(-0.12762563764233564+0.14365251542556715j),(3114.4246168720947-11.740665243973071j),(0.9972417825046322-0.07054440079216955j)
39580,66750,250,44100,0.1823499699208275,-2.80289719399231,494.9503069063367,-0.5812063639572923,0.0325752400187946,(-0.17199046947545982-0.060587044322508624j),(3109.864496137922-3.65182728645573j),(0.9974320043151736-0.07045420307826938j)
39826,67000,250,44100,0.1841696157010864,-1.584205153519112,496.4128267096243,0.4386761878166918,0.0344518403440593,(-0.0024694244642144425-0.18415305941064736j),(3119.0537790773974+2.7562837778993905j),(0.9975622457369195-0.07067230875815733j)
39991,67250,250,44100,0.1858066161557921,-0.4250755372487789,496.9815803071606,0.64813829603776,0.0353302693679151,(0.1692712366197606-0.07662471572856173j),(3122.627363324843+4.072373018684867j),(0.9975862864421657-0.07075525618066392j)
40078,67500,250,44100,0.190560717155083,0.7067948529291846,498.5292132718347,-0.3112520906275356,0.0359153511386297,(0.1449113638296513+0.12375008507346569j),(3132.3514280293903-1.9556545626598607j),(0.9974343120506342-0.07096552162973521j)
40232,67750,250,44100,0.170466466802975,1.8787990294770531,500.42775658091335,-3.595418017827738,0.0256489087190562,(-0.05167792129243145+0.16244447899261777j),(3144.2803274540374-22.590677662783996j),(0.9969484839664915-0.07120199737340788j)
40490,68000,250,44100,0.1276809468751173,2.989820432927369,491.6427117272111,1.7970220232946472,0.017387448337445,(-0.12621321455173126+0.019304110117930567j),(3089.0822627063417+11.29102237344306j),(0.9978031337442518-0.07000787044535321j)
40649,68250,250,44100,0.1482413234824715,-1.9855658847309596,494.0655855666012,1.1607489078347295,0.022905840284452,(-0.059738145986397324-0.13567182427439628j),(3104.3056280151472+7.293200483031924j),(0.9976884593970605-0.07034593153621485j)
40813,68500,250,44100,0.1542404876065544,-0.7508321013945188,492.81165526444033,0.119515548995772,0.023891284275139,(0.11276852479368163-0.10523016598373534j),(3096.4269515643828+0.7509383414297368j),(0.9975530125321512-0.07015727993983549j)
40975,68750,250,44100,0.1666978527653621,0.5943016450100108,496.4476244216625,2.1131270586885087,0.0299797115117722,(0.13811579408007818+0.09333917474571858j),(3119.2724195503993+13.277168887355254j),(0.9977999109010959-0.07069411790606836j)
41067,69000,250,44100,0.1826925635378801,1.2469852046845469,491.450881202158,-3.892096290351629,0.0291652341536939,(0.058129470538697416+0.17319797177488272j),(3087.8769559698594-24.454762225665526j),(0.9969965916044135-0.06992389861140229j)
41299,69250,250,44100,0.1787291012193045,3.020543641950259,494.8143479694205,1.0086468489019054,0.033114975031886,(-0.17742125283026+0.02158218401370353j),(3109.01024094311+6.33751506115344j),(0.9976593287949913-0.07045083835693025j)
41454,69500,250,44100,0.163430126798716,-2.1093808338418856,492.28337487496856,0.0662001233373059,0.026772233192715,(-0.08382680885106095-0.14029423531739313j),(3093.1076679831826+0.4159476422864374j),(0.9975507126640419-0.07008166436406527j)
41614,69750,250,44100,0.1622662000360354,-0.7995807638338746,490.3911830105907,1.021979832614451,0.0273085053849104,(0.11310074052843021-0.11635524124875235j),(3081.218675862559+6.421288668516971j),(0.9977054236632098-0.06982223790307732j)
41762,70000,250,44100,0.1693434407703214,0.6000042227701179,493.55416195644415,2.6606356034586405,0.0315631030749837,(0.1397647690429065+0.09561908944512278j),(3101.0922587020636+16.71726653141022j),(0.9979068100903392-0.07028825309303333j)
41912,70250,250,44100,0.1856145252366482,1.854725116473389,493.23802704296656,3.127828145306654,0.0385756422051091,(-0.051996065300299765+0.17818294298869708j),(3099.105924458615+19.652723845973544j),(0.9979764017219596-0.07024798151652625j)
42064,70500,250,44100,0.2080172631202482,3.1289933084202066,495.2464030123025,0.1599305727066828,0.0435176258755679,(-0.20800075264459178+0.0026208119585239137j),(3111.724922840439+1.0048734245994464j),(0.9975343594102555-0.07050372561308062j)
42218,70750,250,44100,0.2018255166494917,-1.9379077921445196,493.5443389199939,0.1631602090853301,0.0409702335330542,(-0.07243938947397852-0.18837747748462802j),(3101.0305387437675+1.0251658284412954j),(0.9975518864651882-0.07026185075761607j)
42273,71000,250,44100,0.2058592871927221,-0.6859250286003861,490.96994285442673,-1.775357564569764,0.0398177729862886,(0.15930080761433585-0.1303890287444308j),(3084.855131209735-11.154900564694875j),(0.9973021057696481-0.06987665265825j)
42606,71250,250,44100,0.1797906285864913,0.7038125978449242,491.7908444721501,1.3330158689248606,0.0339027842697252,(0.1370688677780585+0.11634773574748583j),(3090.0130081928546+8.375585721865914j),(0.9977356938196883-0.07002429996726975j)
42686,71500,250,44100,0.1931009104378614,2.017743716109385,492.2975176181508,-0.1377771839391662,0.0371062972615423,(-0.0834610708704901+0.17413274034793685j),(3093.1965294593483-0.8656795777911482j),(0.9975215812119378-0.07008163769701187j)
42825,71750,250,44100,0.0906673890680381,2.312185981180815,495.14708791670057,-11.695050607005845,0.0055872996483345,(-0.06122890969835571+0.06686999370095383j),(3111.100907690972-73.48217014066081j),(0.9958518933594889-0.07037065060584934j)
43149,72250,250,44100,0.1928653406555276,-0.4715526712045808,494.1822594186482,-2.081217542145124,0.0345812145283319,(0.17181679468018063-0.08761294819831933j),(3105.038711448061-13.076675481850655j),(0.9972265625938281-0.07033002322981628j)
43447,72750,250,44100,0.1741423073740835,2.0933812603085102,490.23341302146,-1.2166346330331077,0.0290535712288113,(-0.08691820975421716+0.15089986093662147j),(3080.227377784939-7.644340850479449j),(0.9973888264824413-0.06977755205325097j)
43708,73000,250,44100,0.1560164161830935,-2.7925872637498994,494.4076825953443,1.478900843912103,0.0256641691639499,(-0.14661070096195078-0.05335189295668615j),(3106.4550870397757+9.292208053244016j),(0.9977302545709789-0.0703977503394682j)
43876,73250,250,44100,0.1648136546494891,-1.553292316760932,494.4668007576503,1.4263748300013768,0.0285857572450855,(0.0028847525493876786-0.1647884066360552j),(3106.826537408564+8.96217737439543j),(0.9977221949111936-0.07040562723418439j)
44035,73500,250,44100,0.1709320991012036,-0.3078029163395476,496.366986079004,0.2419488743893717,0.0294700174301138,(0.16289854857687336-0.05178653661611038j),(3118.7657539006123+1.5202096126519395j),(0.9975347471032633-0.07066381283874157j)
44112,73750,250,44100,0.1741960264940787,0.8470855362644374,496.1722408264283,-2.099374697924166,0.0281926285695448,(0.11534736880634654+0.13053444049666915j),(3117.542133390986-13.190760256261703j),(0.9972040025148985-0.07061257569754306j)
44269,74000,250,44100,0.1620111039034942,2.021052340000469,495.79349131460486,-2.330548802525469,0.0241925078819696,(-0.070506591859851+0.14586438322063816j),(3115.162380023195-14.643269993693009j),(0.9971749672832049-0.0705564398762305j)
44445,74250,250,44100,0.1492567321287881,-3.066702756655692,495.3946481865075,-1.287073187002738,0.0212906892148247,(-0.1488383747712629-0.011167375753232907j),(3112.656374740864-8.086919337840406j),(0.9973272367809971-0.0705102567662006j)
44602,74500,250,44100,0.1437416899033284,-1.8617477702599357,495.582158423454,-0.1508014690879288,0.0205515293742137,(-0.04123428888075733-0.13770042424322038j),(3113.8345363065923-0.9475135748743712j),(0.997486824050604-0.07054832125219591j)
44855,74750,250,44100,0.1561856847554094,-0.6625983485479957,499.4766077522105,0.3697578116429085,0.0247167836188843,(0.12313624334202096-0.09608035021860993j),(3138.3040831085905+2.3232568493295997j),(0.9975215062706836-0.07110705450779019j)
45018,75000,250,44100,0.157369542407597,0.4153424509758473,500.05184325548186,1.4573563971465455,0.0260909702346349,(0.14398969971107395+0.06349912798370737j),(3141.918394370913+9.156840301875354j),(0.9976702587425172-0.07119984033623696j)
45189,75250,250,44100,0.1664879951842937,1.458154460007371,499.9988642480542,0.5737051733835273,0.0282901523979506,(0.018713885692151863+0.1654328958302625j),(3141.5855174498547+3.604695916056296j),(0.9975451983320055-0.0711833472161696j)
45256,75500,250,44100,0.1696341905997182,2.478507991565542,499.824904912881,-0.3524576483072165,0.0284189343580864,(-0.1336882336531256+0.10441846006874858j),(3140.4924987110476-2.2145567172469725j),(0.9974153388403204-0.07114923385463835j)
45535,75750,250,44100,0.165077082139981,-2.750945828327702,498.63835761255154,0.455350799315291,0.0276954425074312,(-0.15264066190084036-0.06285913921080512j),(3133.037202147344+2.8610534518703172j),(0.9975421563878906-0.07098878529947641j)
45701,76000,250,44100,0.1683402303412866,-1.6629087284131332,497.98032878042335,0.0564566383099927,0.0283952677408858,(-0.015484304612154567-0.16762657743339937j),(3128.9026850576156+0.35472752032209853j),(0.9974921155627331-0.07089123313551482j)
46041,76500,250,44100,0.174784646810372,0.6135741119651477,497.17179959604977,2.130313461847273,0.0329796080762972,(0.14290310479375845+0.10063983009192036j),(3123.8225463659337+13.385154243165665j),(0.9977950547945701-0.0707972413660368j)
46309,77000,250,44100,0.1973229646969587,2.9098106460751127,497.7733443121039,-0.3592097458018408,0.038444364034705,(-0.1920462707107343+0.0453275005145508j),(3127.6021632874567-2.2569813970178405j),(0.9974351334559792-0.07085762028903377j)
46468,77250,250,44100,0.1990133054439418,-2.264115906276523,496.6472388310453,-0.508789089162213,0.0388999426008423,(-0.12718818609999222-0.15306685160516448j),(3120.5266338745346-3.1968161294773014j),(0.9974252324164279-0.07069608139664961j)
46631,77500,250,44100,0.1908264609416307,-1.1835659192544858,493.9515631517343,-0.8050934993615345,0.0353942277822182,(0.07206090702162987-0.17669737936576116j),(3103.5892040533668-5.058551646094191j),(0.9974102032213636-0.07031002808953056j)
46802,77750,250,44100,0.184117486473275,0.0886292443867718,495.27456878240713,-0.8341917119316038,0.0329155700766715,(0.1833948251209191+0.01629683846959712j),(3111.901893593326-5.241381107779639j),(0.9973927973251122-0.07049774276387041j)
47051,78000,250,44100,0.1801493063686381,1.3057332727539848,494.6307196516969,0.2493716299380772,0.0327425898935122,(0.04719373551735623+0.17385776920523077j),(3107.856470195207+1.566848161254352j),(0.9975532520911109-0.07041711894643485j)
47125,78250,250,44100,0.1827883136144857,2.5419295745278703,494.59995460204334,-1.2224778158213894,0.0320036172199068,(-0.1508964702774206+0.10315921118273005j),(3107.663167687249-7.681054650721946j),(0.9973443926856765-0.0703979821768374j)
47480,78750,250,44100,0.1668451994284376,-1.3126099374010058,492.6477033249055,-1.0529623088816091,0.0268229163523852,(0.0426001634770154-0.16131505399077506j),(3095.396811146814-6.61595730817882j),(0.9973880237024125-0.07012226299958382j)
47693,79000,250,44100,0.1035511080312454,-0.519507781446927,490.6148594363944,4.270574453798505,0.0125250879325609,(0.08988895260892896-0.051408250051605334j),(3082.6240762947314+26.832810661323258j),(0.9981650881484581-0.06988637239799148j)
47849,79250,250,44100,0.1570983153965503,1.2707184340139508,492.9192525283905,0.0234881384663835,0.0247004573213631,(0.04643741677640247+0.150078136394242j),(3097.103005112327+0.14758032650498107j),(0.9975382889020741-0.07017161236603581j)
47944,79500,250,44100,0.157119948877232,2.564463513233255,492.5996605170089,-0.4285448380506809,0.024315143020246,(-0.13167162364648077+0.08572783597807386j),(3095.0949492821223-2.6926266299076933j),(0.9974772396930937-0.07012167399270242j)
48166,79750,250,44100,0.1566644139815415,-2.429618145458507,492.52582664103227,0.2983039952248969,0.0248053255284755,(-0.11860645231775123-0.10235354452473461j),(3094.631037357414+1.8742992798700417j),(0.9975812798688142-0.07011844196076748j)
48307,80000,250,44100,0.1581396179467842,-1.1199975443816337,492.7981389666347,1.6349731184549874,0.026516563993596,(0.06889900513661192-0.14234137085029078j),(3096.3420261606034+10.272839075509966j),(0.9977685586914924-0.07017050821393653j)
48460,80250,250,44100,0.1651075411890386,0.1634714333238635,493.1417012280419,0.3197906836534428,0.0275721291241818,(0.16290637260636548+0.02687031674033815j),(3098.500691513578+2.009304124904227j),(0.9975781772428719-0.0702061916387245j)
48543,80500,250,44100,0.1684310627447282,1.703643807253226,489.3404875535194,-4.171823004321806,0.0245564252658381,(-0.022309884457408988+0.16694697347605808j),(3074.616961604368-26.21233700490857j),(0.9969778366145559-0.0696213436105449j)
48752,80750,250,44100,0.1759407444683753,2.7331618960937503,492.0280308820691,0.9475502350193568,0.0320194918098682,(-0.161468775135711+0.06987832439504632j),(3091.5032943587203+5.953633714488187j),(0.9976785333378524-0.07005416929704421j)
49189,81500,250,44100,0.1943577650589441,0.3344507665967088,493.51972652935206,-0.29064380686262,0.037388111596421,(0.18358854476988723+0.06379801774336608j),(3100.875894532512-1.8261688969019554j),(0.9974876370826891-0.07025381018509246j)
49310,81750,250,44100,0.1921924503411821,1.6044088717350096,493.46831395977216,-0.3360580483339355,0.0365010443474143,(-0.006458861006967673+0.19208389074214538j),(3100.5528598307237-2.1115149916512306j),(0.9974816975092349-0.07024604901264112j)
49453,82000,250,44100,0.1900660837899297,2.8644267423145893,493.1865644539025,-1.0618964637843529,0.0347978091211995,(-0.18281217256093593+0.05200793949764958j),(3098.7825754751384-6.672092258995806j),(0.9973813675782143-0.0701987476043288j)
49692,82250,250,44100,0.1835242734024459,-2.130290954241976,492.7131847230017,0.1235701749821497,0.0338292449423878,(-0.0974069672415436-0.15554112530356912j),(3095.8082429052256+0.7764143078534534j),(0.9975545729912566-0.07014332510938616j)
49771,82500,250,44100,0.1859156165182758,-0.8679502763087659,494.0750010204613,-0.6685583801121335,0.0337576452974344,(0.12017434017838738-0.14185465952184936j),(3104.3647870565014-4.2006761909123425j),(0.9974283692741659-0.07032893754086142j)
50000,82750,250,44100,0.1787366527995853,0.369109864304293,493.5759906549516,0.2720046612534897,0.0322570670896509,(0.16669853601117657+0.06448557315966105j),(3101.2294124598006+1.709055691072287j),(0.9975670394586815-0.07026743900332325j)
50073,83000,250,44100,0.1825383360508306,1.6355953970059334,494.0326094080814,-0.6061521088460436,0.0326139034936482,(-0.011820038501621666+0.1821552382393275j),(3104.0984327004485-3.8085660242173827j),(0.9974376625922157-0.07032353856136628j)
50238,83250,250,44100,0.1790650651144738,2.887758430344804,493.8775152934583,-0.4073312540075768,0.0316053871531851,(-0.17332722949766716+0.044966310267952336j),(3103.123947638219-2.559337750335443j),(0.9974674713318448-0.07030348946846643j)
50399,83500,250,44100,0.1762292301067136,-2.1443181413332946,494.3636431202702,-0.209088613440466,0.0308275083027573,(-0.095620872677448-0.1480317204264285j),(3106.178378857054-1.3137425038676884j),(0.9974907731353991-0.07037456305868302j)
50644,83750,250,44100,0.1752094171401164,-0.9004310611862423,494.7209436876953,0.6894143710423287,0.031461578634171,(0.10885274858047775-0.13729318621495618j),(3108.4233645325467+4.331718246691615j),(0.9976148907850729-0.07043435801169745j)
50811,84000,250,44100,0.1800139215276377,0.3261472379322291,495.57273442295934,0.6036404808020764,0.0331090014246637,(0.1705242679862812+0.057675696541103647j),(3113.7753235651494+3.792784999794428j),(0.9975941441702143-0.0705545654199821j)
50969,84250,250,44100,0.1828268172119785,1.511538168798791,495.6461598992755,0.1138240459147638,0.0335609852636532,(0.01082764089351941+0.18250591027290924j),(3114.2366694391117+0.7151775728953785j),(0.9975237893808084-0.07056007725618868j)
51469,85000,250,44100,0.1866284803039365,-1.212452672795302,497.02473602681056,0.6763512484889783,0.0356794831663922,(0.06545500907702315-0.1747736577613562j),(3122.8985187084686+4.249640226998518j),(0.9975898613427121-0.07076167442403093j)
51634,85250,250,44100,0.1926606938021307,-0.0604597784401124,497.8893382758997,1.173914905841444,0.0387078968287425,(0.1923086765648932-0.011641127702146231j),(3128.3309748565+7.375924888262068j),(0.997651858840891-0.07088958718273403j)
