id,onset,duration,sample_rate,amplitude,phase,frequency,decay,power,d,w,z
7320,14000,250,44100,0.1598799404602275,2.896064781968608,525.7585979501332,-0.4111974585499646,0.0251923141549812,(-0.15508500534205963+0.038861761149222684j),(3303.4386977636163-2.5836298299107248j),(0.9971372946786121-0.07483348852261174j)
7464,14250,250,44100,0.1561050720836853,3.030556848811309,525.8528815124525,-0.3348603261200233,0.024081584059109,(-0.1551437545527041+0.01729765745824824j),(3304.0310988570895-2.1039894810346955j),(0.9971471344516423-0.07484769724611129j)
7603,14500,250,44100,0.1543402997693808,-3.1352729401854744,526.2592973865774,-0.5162945842832181,0.0233899062346081,(-0.15433721769819178-0.0009753799686683029j),(3306.5846851059955-3.2439745461447083j),(0.9971170229555488-0.07490350009646307j)
7751,14750,250,44100,0.1513796807672353,-3.0271133829492207,525.6092939595837,-0.3335452149491325,0.0226467754646049,(-0.1503888101705679-0.01729200753732647j),(3302.5005931238925-2.0957263938484463j),(0.9971499183038661-0.07481310488315222j)
7904,15000,250,44100,0.150994583383098,-2.895628477241925,526.2779034541257,-0.5775508285817814,0.0223385459795402,(-0.1464501004640112-0.03676591199897508j),(3306.7015904762397-3.6288588802944446j),(0.9971081220542735-0.07490548962589237j)
8045,15250,250,44100,0.1485288769812591,-2.7885041852878087,525.7153757433042,-0.9072663462718232,0.0213657876570617,(-0.13936601253300257-0.051360898044767185j),(3303.1671246287247-5.700522576593626j),(0.9970672824410498-0.07482205958066j)
8274,15500,250,44100,0.1432369535517793,-2.695069458430898,527.5729137105811,0.6383482059351372,0.0209885654826329,(-0.12919313564184534-0.06185433344416828j),(3314.8383798922473+4.010860068396103j),(0.9972670322873993-0.07510247181686809j)
8421,15750,250,44100,0.1473018562269379,-2.6441663281615218,527.1720428348534,0.3274118811719834,0.0219518333912791,(-0.12945086562826222-0.07028734051018791j),(3312.3196338957982+2.0571895211758346j),(0.9972271410372553-0.07504218885298522j)
8575,16000,250,44100,0.1484760099168772,-2.571693747636337,527.3002495265022,0.8224827777552238,0.0227010992742574,(-0.12501019679743813-0.08010977604201884j),(3313.125180297048+5.167811704599876j),(0.9972961125724835-0.07506569916991761j)
8720,16250,250,44100,0.1530709916696254,-2.505973433000424,527.3355791232634,0.5984406505498652,0.0239353068336132,(-0.12317687516355619-0.09087456143313292j),(3313.347162700327+3.760113502753906j),(0.9972639009437386-0.07506832290951253j)
8874,16500,250,44100,0.1590208638597324,-2.443632606665348,526.3696696218049,0.7287956364986926,0.0259528897955286,(-0.12183459318730552-0.10219572909656907j),(3307.2781743126975+4.57915803518518j),(0.9972927442975263-0.07493247161920298j)
9020,16750,250,44100,0.1637542873294581,-2.3542838993295003,525.7131530818192,0.6156193783188182,0.0274097552875078,(-0.11557032512096099-0.11601278623588906j),(3303.1531592347387+3.86805063266783j),(0.997283667736495-0.07483798000178461j)
9162,17000,250,44100,0.1674306690711099,-2.2272080205659632,525.6550737203686,0.8443073222642786,0.0288897599874181,(-0.10217928345902794-0.13263643156161564j),(3302.7882358442225+5.304939361995055j),(0.9973167815351559-0.07483216574993706j)
9314,17250,250,44100,0.1717843387433469,-2.105183389606613,525.6482361074795,0.415161287743285,0.0299488019339054,(-0.08749210910306654-0.1478343325556891j),(3302.7452738553816+2.608535303258365j),(0.9972558774062181-0.07482661890909251j)
9463,17500,250,44100,0.1744395152469245,-1.981512841729714,525.3086614076138,0.9962991319685076,0.0315305185982545,(-0.06964782966011725-0.15993224910322903j),(3300.6116630904958+6.259932067540303j),(0.9973420710629207-0.07478456215324704j)
9613,17750,250,44100,0.1810102788032821,-1.834775706239939,525.430763516929,0.4114238624473247,0.0332476478650874,(-0.04722995108638018-0.17473995751636215j),(3301.37885326972+2.585052367552106j),(0.9972576643671629-0.0747956794767468j)
9771,18000,250,44100,0.1842627454433828,-1.697034130348043,524.9901257188975,0.2264339969129297,0.034226974194786,(-0.023199192520668585-0.18279649018709812j),(3298.6102443313407+1.4227267624492677j),(0.9972360740047945-0.07473110156292746j)
9914,18250,250,44100,0.1869303723567068,-1.5446731409837942,524.4197285767392,0.939213613502646,0.0361336170653416,(0.0048826614682750315-0.18686659339326353j),(3295.026333388474+5.9012531766628715j),(0.9973434229040232-0.07465763950116419j)
10062,18500,250,44100,0.1936970638333692,-1.3707586205268614,524.2304931683356,0.3171470549790026,0.0379438743335567,(0.03848882402918201-0.18983456735410167j),(3293.837332250794+1.9926937160593459j),(0.9972570451452257-0.0746241354318371j)
10215,18750,250,44100,0.1967645067599631,-1.1906515067512409,524.052316875461,1.11743627307857,0.0402925538194008,(0.07301044515733014-0.18271766750486956j),(3292.7178175853173+7.021059172716787j),(0.9973726550531928-0.07460732560336313j)
10360,19000,250,44100,0.2044945781657086,-1.0103159129973585,524.248007483371,0.3294853078339447,0.0423106819517344,(0.10870792098383789-0.17320687173014462j),(3293.9473779376904+2.0702172451137844j),(0.9972586120100299-0.07462675514046828j)
10436,19250,250,44100,0.2072732069023609,-0.8352164546743912,524.0913275800287,-0.152258654660062,0.0427309527697618,(0.13908388897079232-0.15368101420913782j),(3292.96292907108-0.9566693418510321j),(0.997191831173285-0.07459937277038949j)
10648,19500,250,44100,0.2053456975849353,-0.6445617729121809,525.1745573554266,0.8279677839819407,0.0434301038537418,(0.16414578399816937-0.12338159146432674j),(3299.7690624801594+5.202275015133371j),(0.9973195806037933-0.07476371324266799j)
10797,19750,250,44100,0.2092611341697406,-0.4985468863325859,525.3270354727116,0.4338916122063244,0.0444712678723461,(0.18378951211224676-0.10005817063862643j),(3300.727110746351+2.7262214027232403j),(0.9972619619863415-0.07478118063736833j)
10954,20000,250,44100,0.2127332347682322,-0.3596211419792924,524.8023007845117,0.0161673683854061,0.0452813958928916,(0.19912473620685053-0.07486500254129429j),(3297.430105463285+0.10158257149494371j),(0.9972081987616516-0.07470217702648711j)
11096,20250,250,44100,0.2123880918205978,-0.204148597982383,525.5377951107857,0.1335568676414559,0.0453231104668261,(0.2079776294781133-0.04305818370367364j),(3302.0513526076447+0.8391625484377244j),(0.9972170437162301-0.07480792541222903j)
11164,20500,250,44100,0.2133176685784624,-0.0784852903247348,525.9301788494389,-0.1264623599341625,0.0453008852889527,(0.21266099366745492-0.016725115847773895j),(3304.5167723491263-0.7945864418495866j),(0.9971759174807495-0.07486090154015791j)
11409,20750,250,44100,0.211525129300523,0.0508740897801504,526.1267130355703,0.1071594578942154,0.0449134094926791,(0.21125145651880697+0.010756507067147094j),(3305.751633059786+0.6733027313662638j),(0.9972070128320026-0.0748913165603594j)
11487,21000,250,44100,0.2109249596917232,0.1581257896159563,525.601713405215,-0.2225620614547394,0.0441399086972167,(0.20829349050812712+0.033213859048533245j),(3302.452963096063-1.3983986744680192j),(0.9971657665840682-0.07481321088390012j)
11654,21250,250,44100,0.208259601549049,0.2752746304508063,526.5911415740537,-0.3383517666253695,0.0428555932348694,(0.20041874964864656+0.056607300117933586j),(3308.6697236290197-2.1259268487187777j),(0.9971387601149958-0.07495254370573037j)
11860,21500,250,44100,0.200919054820952,0.3785140294305154,525.8835523978082,0.3512024716898672,0.0408756471400633,(0.18669695672544676+0.07424764602060709j),(3304.2238097133145+2.206670209966928j),(0.9972442806250765-0.07485937158968167j)
11918,21750,250,44100,0.2013834284571079,0.482621546563048,525.9217048084816,-0.2515442589626075,0.040195521485566,(0.1783816751816454+0.09346263005356228j),(3304.4635283794914-1.5804991920192328j),(0.997158237197391-0.07485836352942632j)
12096,22000,250,44100,0.1977198835057768,0.6048544216570784,525.2820154348689,-1.4607084187634396,0.0371356577857034,(0.16264138829955854+0.1124318955880856j),(3300.4442415060485-9.17790167484797j),(0.9969932821602876-0.07475460234020412j)
12331,22250,250,44100,0.1946271422506906,0.7558477288990273,525.6080470625376,1.1508969252851586,0.039469405915571,(0.1416282918158003+0.1334958855471175j),(3302.4927586386925+7.231298651029871j),(0.9973608482831154-0.0748287521323363j)
12416,22500,250,44100,0.2024932287007418,0.8997528356848036,524.4973401951214,-0.8418117663760524,0.0398030255531803,(0.12591101042951866+0.15858727919435583j),(3295.51398156876-5.289259321904907j),(0.9970895506085473-0.07464972289910562j)
12573,22750,250,44100,0.1971357889869422,1.0671049004876798,524.2480455069433,-0.3602495245786234,0.0383700545312113,(0.09514991399385184+0.17265286897838336j),(3293.9476168468414-2.263514519750838j),(0.9971606152571162-0.0746194272897193j)
12726,23000,250,44100,0.1949552599517023,1.2491650356786717,524.3517586963293,-0.0497786091521323,0.03794051228435,(0.061628208050360116+0.18495815028091453j),(3294.599266034552-0.3127682256365134j),(0.9972036224624888-0.07463746343667306j)
12968,23250,250,44100,0.1937947367934472,1.4280675030974828,523.5329541456947,0.0195915286213999,0.0375825152816373,(0.027566277416586914+0.19182413914373048j),(3289.4545653125533+0.12309720477916863j),(0.9972221789406411-0.07452186581222436j)
13122,23500,250,44100,0.194147539440034,1.6335117220209805,524.292496023936,0.4986751875800554,0.0383680588448742,(-0.012168059395646351+0.19376585199968438j),(3294.2269076821062+3.1332686116580284j),(0.9972821786341526-0.07463487539282271j)
13208,23750,250,44100,0.1968709342036991,1.8143671423596333,524.9440880276014,-0.4569406888402587,0.0381366184326817,(-0.04747927901532502+0.19105989322309944j),(3298.3209809858126-2.871043022373633j),(0.9971394735567357-0.07471728527370919j)
13430,24000,250,44100,0.1940369632735105,1.970170518269333,524.3868353400005,0.4378089960978835,0.0382412403170969,(-0.07544969337204543+0.1787671303301309j),(3294.819659086692+2.7508350516332665j),(0.9972725270233468-0.07464763258627305j)
13585,24250,250,44100,0.1971073002315781,2.143400779226193,524.5077680479092,0.1382459316808917,0.0390424589817284,(-0.10679725041996738+0.1656672421069303j),(3295.579501700181+0.8686248067147315j),(0.9972286775659782-0.07466162890810553j)
13658,24500,250,44100,0.1994664205295439,2.308793718088832,525.319343514006,-0.1132785327551147,0.0396273888888838,(-0.1342025430165508+0.14756873099257747j),(3300.678780744429-0.7117500126257986j),(0.9971843018817323-0.07477425820068924j)
13815,24750,250,44100,0.1987001802704681,2.4465921868066003,525.3223870867486,-0.0865270401108927,0.0393608135798123,(-0.1526123496077794+0.1272447735143156j),(3300.697904075966-0.5436654270984999j),(0.9971880701739542-0.07477497561525909j)
13958,25000,250,44100,0.1977652523179639,2.5810975865470835,525.3545284627888,-0.1097296963949906,0.0389592375538631,(-0.16750559339769788+0.10513311183862599j),(3300.8998542976547-0.6894520161502822j),(0.9971844312251745-0.07477929490054039j)
14117,25250,250,44100,0.1962957825658021,2.716759461815172,525.0819492816895,-0.1558549028970327,0.038319768253381,(-0.1788465594739596+0.08090699856902427j),(3299.187188791928-0.9792652359345375j),(0.9971807813755932-0.07474007706384582j)
14340,25500,250,44100,0.1934299731654589,2.860339583027975,525.6984132445226,0.2242653958251775,0.0377144234769423,(-0.18582979824373894+0.05368836562497908j),(3303.060546105607+1.4091010399575696j),(0.9972282194052853-0.07483171301519269j)
14492,25750,250,44100,0.1951071400999727,2.988700718965445,525.0896118795048,0.4461718852557306,0.0386757625631862,(-0.19283117210310255+0.02971422526895247j),(3299.2353343139357+2.8033806339154226j),(0.9972662359062827-0.07474757686598837j)
14642,26000,250,44100,0.1976996650836506,3.1341446471143755,524.8846560396979,0.1974039412728324,0.0393601637173722,(-0.19769418163196334+0.001472454772111215j),(3297.947558792641+1.2403255433848024j),(0.9972330722213653-0.07471580717337023j)
14802,26250,250,44100,0.1991016938043512,-2.9937730903062305,524.5905368814371,0.093465390855268,0.0397732202874703,(-0.19693040374390972-0.029324061059518534j),(3296.099553618896+0.5872603705516177j),(0.9972214346062729-0.07467291235684266j)
14965,26500,250,44100,0.1991916171122441,-2.829741732867199,524.148790972926,0.239282068498491,0.0400160345761179,(-0.1895840675125974-0.06111613267517649j),(3293.323982217033+1.5034535770612583j),(0.9972468503476926-0.07461169902818106j)
15111,26750,250,44100,0.1993954940164693,-2.6447557764878784,523.7496654980675,0.8655714931440451,0.0410048803403229,(-0.17528751222447853-0.09504131255525221j),(3290.8162028976813+5.43854608803616j),(0.9973400813898617-0.07456164264553128j)
15262,27000,250,44100,0.2034242549038779,-2.454582887415271,523.7632358200078,0.2351645779883273,0.04172859710544,(-0.15727664066778518-0.12901738558602974j),(3290.9014677451096+1.477582621185346j),(0.9972503624052647-0.07455687411325025j)
15325,27250,250,44100,0.204875184287738,-2.262954009319416,523.4765408213625,-0.3987689550035128,0.0413856124691757,(-0.13075130230337947-0.15772741702983947j),(3289.10010994198-2.505539239037429j),(0.99716333892343-0.07450940923968541j)
15487,27500,250,44100,0.2025446484161215,-2.060436809444338,522.9938549180863,-0.0722586758017261,0.0409193492295167,(-0.09525849890381516-0.17874605726729223j),(3286.067304966532-0.4540146501136586j),(0.9972148498467476-0.07444429611152789j)
15640,27750,250,44100,0.215662149401896,-1.8043142755698167,524.3709547648173,-0.101714354862533,0.0463427360654747,(-0.04990452637225178-0.2098087246331929j),(3294.719878490031-0.6390901400015182j),(0.9971960394580275-0.07463963845992437j)
15853,28000,250,44100,0.2055092549446789,-1.625293904157688,523.8129967812254,0.4260276715099813,0.0428788716631502,(-0.01119421349008759-0.2052041506701445j),(3291.214125085503+2.6768108060834455j),(0.9972769527569576-0.07456597202623984j)
16012,28250,250,44100,0.2086140378346796,-1.4393457070234918,523.7294975869039,0.2955289254673895,0.0439793052631875,(0.02734353948523124-0.20681428294513107j),(3290.689484174581+1.8568630023432733j),(0.9972592976339334-0.07455272163099545j)
16168,28500,250,44100,0.2111595027873188,-1.2474919740638155,523.6940949595169,0.4207169450787139,0.045260526733904,(0.06708567941853223-0.2002194976378216j),(3290.4670429063476+2.643442527800056j),(0.9972774612184914-0.07454902109915755j)
16319,28750,250,44100,0.203724224258188,-1.0515689367035614,524.7399382806002,1.0142307706439746,0.0430334638444574,(0.10108989625420539-0.17687394501427983j),(3297.03827029499+6.37259987619965j),(0.9973506755843919-0.07470393881818864j)
16383,29000,250,44100,0.2128484462209948,-0.8672963180390328,524.4483961938071,-0.0214502738623307,0.0452700027708121,(0.1376896782999712-0.16231455125262859j),(3295.206457338827-0.13477604556677508j),(0.9972066195426443-0.0746514947385239j)
16613,29250,250,44100,0.2125146767110847,-0.6988421032621949,524.2406097163171,0.5681157561535339,0.046085106297744,(0.16269860384860407-0.13671741704454435j),(3293.900896396431+3.569576571841105j),(0.9972925971184202-0.07462824127489708j)
16764,29500,250,44100,0.2162880858237874,-0.5284407319536952,524.5619862820846,0.5731056343304621,0.0477447181028096,(0.18678515446378907-0.10904972325162729j),(3295.920164912534+3.6009289010869963j),(0.9972898879752788-0.07467395871919817j)
16838,29750,250,44100,0.2191434866308082,-0.3589708384736877,524.5255586917505,-0.6935086755534821,0.046861506155302,(0.2051750342703537-0.07698748628748961j),(3295.69128361217-4.3574435206392135j),(0.9971103188042603-0.07465530907257241j)
