,onset,duration,cluster,sample_rate,amplitude,phase,frequency,decay,power,d,w,z
17936,25000,250,2,44100,0.1523921030407863,-2.169776578822325,886.5193954357272,1.002642914949417,0.0240693964938533,(-0.08591875084547791-0.12586231096855932j),(5570.165639931491+6.2997912315578874j),(0.9921755175246297-0.12599003158980315j)
17943,25000,250,0,44100,0.2056594392066243,-2.2563011731658693,443.3317147165921,0.0340462489742832,0.0423469328012165,(-0.13019556532342455-0.15920087846773054j),(2785.5353161140233+0.21391889131979458j),(0.9980106546314979-0.06312237975623507j)
18050,25250,250,0,44100,0.205233914228362,0.798304932199516,443.5272893575387,-0.0886620294338383,0.0419887494874803,(0.14323719719908376+0.14698321294639552j),(2786.764147824476-0.557079960643417j),(0.997991447355882-0.06314908492089161j)
18135,25250,250,1,44100,0.0526514389939502,-2.3049795230504238,1328.9637921727128,0.2785045402447695,0.0027997457908381,(-0.03527546384711042-0.03908728282325171j),(8350.125772753254+1.749895635248742j),(0.9821666506906614-0.18822336137279486j)
18139,25250,250,2,44100,0.157562911009524,-2.324978436461083,886.6834478031781,0.5679293944355432,0.0253330708163951,(-0.10788218965301044-0.11483685854927883j),(5571.196411356266+3.5684056266328055j),(0.9921111229478401-0.12600541763541878j)
18203,25500,250,1,44100,0.0531061306613103,0.6321512203011854,1330.0448552323455,-0.7058490666767444,0.0027508054897405,(0.04284380953858165+0.03137943750352943j),(8356.918292285673-4.434980484829745j),(0.9819999160334565-0.1883482206827134j)
18207,25500,250,0,44100,0.2044702890561364,-2.438163675291423,443.2234524172073,-0.5733399901543113,0.0409691562015898,(-0.15593490800853896-0.1322588506341579j),(2784.8550840252074-3.6024014021560573j),(0.9979252660917659-0.06310152476183549j)
18348,25500,250,2,44100,0.1610172895745911,-2.492188746347485,886.3264884844801,0.433063174064052,0.0263290115764829,(-0.12824131928147767-0.09736904832077718j),(5568.9535698097625+2.721016172359807j),(0.9920984665248701-0.12595254037667208j)
18436,25750,250,1,44100,0.0511998759592709,-2.758850364881548,1333.4816933769316,-1.3678529233243726,0.0024982435738682,(-0.047495256402714355-0.019121399464608994j),(8378.512583218891-8.594473390214343j),(0.9818149617723988-0.18881124107234043j)
18442,25750,250,0,44100,0.1992970994950385,0.6255826098617078,443.0882478870816,-0.181631203040725,0.0394644949905091,(0.16155463300744805+0.11670233254294482j),(2784.0055689080573-1.1412225062708357j),(0.997982176333639-0.06308582199642974j)
18548,25750,250,2,44100,0.1642283570201397,-2.651319529395872,886.7261760974251,0.6067947347048778,0.0275599954705904,(-0.1448829605092581-0.07732969031107809j),(5571.46488114688+3.8126037615716233j),(0.9921158495399148-0.12601215513225636j)
18632,26000,250,1,44100,0.0489137885349333,0.0109512881246069,1334.6805825676297,-1.540188841367635,0.0022664719938246,(0.04891085543151487+0.0005356582843824686j),(8386.045426166822-9.677291898363075j),(0.9817585899697837-0.18897430476884391j)
18636,26000,250,2,44100,0.1669220201200929,-2.8272723069612105,886.7350396090295,-0.3976580653595702,0.0274735620353495,(-0.1587439640364935-0.05160731230119593j),(5571.520572232763-2.4985593135487116j),(0.9919737186173312-0.12599537548920395j)
18638,26000,250,0,44100,0.1980148508077464,-2.591257272011793,443.3702776665695,-0.6120762019852762,0.0383706822842405,(-0.16877779461459125-0.10355644444190291j),(2785.7776142747225-3.8457881991881724j),(0.9979184383471577-0.06312205202984722j)
18848,26250,250,1,44100,0.0469430014993863,2.736899642134928,1333.156968724067,-1.0368543734467155,0.0021245421982214,(-0.0431511013651649+0.018483177236196385j),(8376.472278051133-6.514748164925299j),(0.9818699993657669-0.1887747190595709j)
18854,26250,250,0,44100,0.1944179364785455,0.4647169111980136,443.9836556433552,-0.6797556119124978,0.036901322394784,(0.1737996174900487+0.08713223849350193j),(2789.6315817662107-4.271030473241475j),(0.9979032956918183-0.06320865192701926j)
18947,26250,250,2,44100,0.1677772459067798,-2.9924009059591525,886.5343692430605,0.8550210311934646,0.0290206256474614,(-0.16591349886014364-0.02493822648163195j),(5570.259723137719+5.372255580524316j),(0.9921543809739916-0.12598949839390364j)
19036,26500,250,0,44100,0.1912495215122019,-2.780634705420291,443.940247643268,-0.7595855864084595,0.0356082456274816,(-0.17892519844583574-0.06754371058628993j),(2789.358841257849-4.772616996067023j),(0.9978923366560917-0.06320176144997808j)
19149,26500,250,1,44100,0.0389049114732547,-0.6419305349340936,1335.8549581485731,3.912633842315164,0.0017446032068569,(0.031160552598978753-0.023294035684442153j),(8393.424245562115+24.58380347040825j),(0.9824899527006504-0.18928556814877281j)
19155,26500,250,2,44100,0.1734486815681563,3.127692235055207,887.4646793768899,0.1639147307560647,0.0302600713302066,(-0.1734319248190144+0.0024109316256273744j),(5576.105034101717+1.0299066279168034j),(0.9920399857806018-0.1261085860947937j)
19251,26750,250,0,44100,0.1868753671065756,0.2570950405720936,443.629705458882,-0.1787724541204035,0.0347018526872592,(0.18073327986309187+0.04751720089764043j),(2787.407647167655-1.1232604570577565j),(0.9979777131104328-0.06316283650249431j)
19356,26750,250,3,44100,0.0303428530793463,0.772922049615606,1768.5244625414389,9.330937799498736,0.0013056987972605,(0.021721643399403686+0.021186291346621734j),(11111.966918428043+58.628011284017084j),(0.9697109573073066-0.24964587704206476j)
19360,26750,250,1,44100,0.0456221283227455,1.970300430876862,1331.2083073759322,0.4912794133592328,0.0021180807271701,(-0.017745253475659927+0.04202956782768104j),(8364.228477699864+3.0867995917385382j),(0.9821361819520628-0.18854315371023012j)
19366,26750,250,2,44100,0.1747887962070524,2.932250804294791,887.1515171516971,0.2244848143182343,0.0307957299387338,(-0.1709727898903983+0.03632393696454501j),(5574.137377809622+1.4104796870092677j),(0.9920541726801019-0.12606541098452112j)
19475,27000,250,1,44100,0.0472235526028776,-1.4652906312588498,1332.374296396209,-0.5436976842366461,0.0021875982864457,(0.004973115434563288-0.046960962972571824j),(8371.5546027804-3.416153301143261j),(0.9819600368483489-0.18867848432212614j)
19572,27000,250,3,44100,0.0415695840663851,0.679638181519,1775.3309313447462,4.750645425548028,0.0020550208383507,(0.032332829835744016+0.026126967567344665j),(11154.73322320676+29.849185537423278j),(0.9688359550601273-0.25042266952865117j)
19575,27000,250,2,44100,0.170877868732672,2.8090236277026364,888.7754259558596,0.6877819013907462,0.0299234662461632,(-0.1615149145463645+0.055786901703723205j),(5584.340697748135+4.321461137362376j),(0.9920904630413522-0.12630327383214618j)
19579,27000,250,0,44100,0.1870110482797656,-2.985799034055136,443.8688083162585,0.0241590453589379,0.0350031240530414,(-0.18474610147993722-0.029017411439712593j),(2788.9099747280275+0.15179575883476393j),(0.9980044155260787-0.0631986611847464j)
19670,27250,250,1,44100,0.0461949087440187,1.3357672136392575,1334.4928910212295,-0.7520015035131775,0.0020780399219599,(0.010757468377539698+0.04492489808529845j),(8384.866125400198-4.724964797850955j),(0.9818738990347391-0.1889692706069015j)
19675,27250,250,0,44100,0.1889723992392985,0.1055258565030731,443.8910947523965,-1.3722561365505854,0.0340272601757296,(0.18792120468855805+0.019904484486112962j),(2789.050004536119-8.622139594861663j),(0.997805676220622-0.06318925702920364j)
19774,27250,250,3,44100,0.0491888266971451,0.3251473792379203,1774.619699719135,2.8088480651401206,0.0026775266479658,(0.04661151204393167+0.015713294270145745j),(11150.264423106719+17.648512892988215j),(0.9685933188836348-0.2502552478583335j)
19782,27250,250,2,44100,0.1804061183341621,2.5472847172153803,888.0206140799796,0.6710481935505054,0.0333336505567432,(-0.1494730012220616+0.10101578806339773j),(5579.598074859921+4.216320150125939j),(0.9921016749488956-0.12619628037285152j)
19887,27500,250,1,44100,0.0461369471556525,-2.203903857927958,1331.434651199531,-1.8408261246682809,0.0019954772917323,(-0.02729705765581835-0.03719527572391962j),(8365.650637886669-11.566251659588078j),(0.9818038242833984-0.18851217894996516j)
19891,27500,250,0,44100,0.185871045129203,3.098356671955427,443.442221618459,-0.2363279769029386,0.0342600070558185,(-0.185697343161749+0.008033813545874157j),(2786.2296514561754-1.4848924721520205j),(0.9979712162856569-0.06313566084649239j)
19982,27500,250,3,44100,0.0517861769849625,-0.0432361614470572,1772.3701160792932,1.1506743171169125,0.0027943319953788,(0.05173778087446305-0.002238337978033869j),(11136.129872233592+7.229899962657886j),(0.9684446569672792-0.24988574743639083j)
19991,27500,250,2,44100,0.1842693765366399,2.3332515209367783,887.6210020723137,0.0233420953194354,0.0339833368433155,(-0.12727467042818263+0.13325299770211352j),(5577.087238564783+0.14666271034986192j),(0.99201730829092-0.12612815484039305j)
20086,27750,250,1,44100,0.0429237625241378,0.6287071565368686,1333.1560557699374,-2.364887976608824,0.0016961826767683,(0.034716245710688945+0.025243448119931046j),(8376.46654179116-14.859029387754225j),(0.981684259191564-0.18873887616782242j)
20090,27750,250,0,44100,0.1835932266479107,-0.1275080133875921,443.4641641844042,-0.3762224804394609,0.0332605752339712,(0.18210279133868867-0.023346225768829103j),(2786.367520664124-2.36387556132788j),(0.9979511279503781-0.06313752234581282j)
20193,27750,250,3,44100,0.0547160433038231,-0.3548973721860901,1773.330889393914,0.1087424482113978,0.0030054248736618,(0.05130625747046792-0.019013504127327586j),(11142.16658900755+0.6832489528685919j),(0.9682666917913376-0.24998120008234498j)
20199,27750,250,2,44100,0.185704926821087,2.1342184300980858,887.6716244045607,0.4005368533331341,0.034981042875705,(-0.09918174720996478+0.15700095816906323j),(5577.405308058972+2.5166472718466935j),(0.992069712102-0.12614208856076267j)
20298,28000,250,1,44100,0.0396982022072882,-2.8314305948568808,1333.7886295786377,-0.5285262619779573,0.0015467645077787,(-0.03780396755313071-0.012116406056772132j),(8380.441120251691-3.3208284437184497j),(0.9819241191122479-0.188876761888146j)
20393,28000,250,3,44100,0.0570151255387194,-0.6923061653654046,1773.6271168124165,2.020104621850973,0.0034952568363007,(0.04388887558451129-0.036393559047216376j),(11144.027840771067+12.692691678979607j),(0.9685198546970321-0.2500901618244567j)
20395,28000,250,2,44100,0.1877130526138157,1.9276752510310684,887.6917288971907,0.0792005768205982,0.0353353813890556,(-0.06557783975764565+0.175885579438218j),(5577.531628311674+0.49763190059933116j),(0.9920239322403711-0.1261391551310756j)
20397,28000,250,0,44100,0.1803014979733115,2.917963868820361,443.453614882642,0.469370308117619,0.0330560230945036,(-0.17581183153892727+0.03998537310502336j),(2786.301237446291+2.9491406235909787j),(0.9980714598168464-0.06314362927327412j)
20503,28250,250,1,44100,0.0391401822019976,-0.0756966726122769,1330.8550971878144,-0.0711094971668215,0.0015280956839162,(0.03902809938393788-0.0029599529190586405j),(8362.009192635536-0.44679414779950144j),(0.9820669758615928-0.18847862572241866j)
20505,28250,250,2,44100,0.1882749042447375,1.7255418079412017,887.1843273250502,-0.0426148753832849,0.0353939032831698,(-0.029018552439198746+0.18602516814318046j),(5574.34353020876-0.26775715887554474j),(0.9920158312206255-0.1260652509598546j)
20594,28250,250,3,44100,0.0605723502413877,-1.0298142504303691,1773.486269503446,1.5450721255958688,0.0038776923744354,(0.03119343256818568-0.05192282136382223j),(11143.142871028787+9.707974478076695j),(0.9684593249600751-0.2500538017762234j)
20600,28250,250,0,44100,0.1041142501927742,0.2311117722169705,440.0238284859895,3.533753745817125,0.0123200332540687,(0.10134609530746472+0.023848397412276255j),(2764.7512539520794+22.203229614908985j),(0.9985380637457507-0.062683263981023j)
20602,28250,250,0,44100,0.1066776103873175,-0.8326324272709916,448.761542027946,2.149474009599012,0.012293858891506,(0.0717866575212492-0.07891000164665558j),(2819.6519272972446+13.505543515276903j),(0.9982623516213288-0.06391370161527196j)
20703,28500,250,2,44100,0.1876149396107717,1.5321157071833658,887.6224398265847,-0.1706436822794469,0.0349871334193538,(0.0072552525902022935+0.18747460328003335j),(5577.096272241293-1.0721858772612427j),(0.9919898651717218-0.12612487212648577j)
20705,28500,250,0,44100,0.1808630707170631,2.7370650909648817,443.9203635553303,-0.2791078945449631,0.0323896809937941,(-0.1662653308162645+0.07118490091138364j),(2789.2339058486714-1.7536866221227418j),(0.99796083024122-0.06320326094237715j)
20784,28500,250,3,44100,0.0630369890415996,-1.3625005142693083,1771.7995600828638,2.3302863912546745,0.0043210845050338,(0.01303559861354067-0.06167442870604813j),(11132.544963179904+14.641621215051911j),(0.9686277470391059-0.24984900895972853j)
20786,28500,250,1,44100,0.0384818531631982,2.769919873546788,1331.1621311971371,0.3646755737136405,0.0015001780744033,(-0.03585435603675086+0.013975627930932398j),(8363.938344211716+2.2913242066448327j),(0.9821197067286487-0.1885332914489719j)
20890,28750,250,1,44100,0.0391896750470789,-0.6605005924527592,1331.5096629596876,-1.2445579819471024,0.0014699763484411,(0.030947506803018637-0.024043345294961754j),(8366.121950675952-7.81978842610311j),(0.9818852208810163-0.18853868823533654j)
20896,28750,250,0,44100,0.1779289013865363,-0.5121771161181736,442.91038632581336,-0.0633550071152663,0.0315876441662846,(0.15509699743252384-0.08719871177967861j),(2782.888031759585-0.39807124984289993j),(0.9980005923373465-0.06306159480504246j)
20981,28750,250,3,44100,0.0667742411771861,-1.6651006842689176,1773.727216235999,0.0467657871557737,0.0044662050211946,(-0.0062877723776907524-0.06647753908889358j),(11144.656783998578+0.2938381067358456j),(0.9682440247528467-0.2500336669539436j)
20987,28750,250,2,44100,0.1867169940070446,1.335167770652611,887.605592558323,0.3898623276993058,0.0353499134770406,(0.043589870073190914+0.1815575916287421j),(5576.990417732885+2.449577249223111j),(0.9920693899938157-0.1261325633885893j)
21086,29000,250,3,44100,0.0665467710354166,-1.997142931378051,1774.0893653661335,-2.1760874313385683,0.0041035641951962,(-0.027520231926513386-0.06058968204200351j),(11146.932234092048-13.67276057572466j),(0.9679245292802002-0.25000443592619537j)
21092,29000,250,0,44100,0.1776166262608408,2.5612088681541287,443.2714287225125,-0.313685225524921,0.0311991846621983,(-0.14853230596134542+0.09739517447024004j),(2785.1565280417935-1.9709424000974989j),(0.9979617531884802-0.0631106807509327j)
21177,29000,250,1,44100,0.0379992352570912,2.150758075180931,1328.3248327882095,1.327040310489437,0.0015141100811677,(-0.020823274660143214+0.031785737565014974j),(8346.11107253666+8.338040180902267j),(0.9823305221866262-0.1881620554129796j)
21181,29000,250,2,44100,0.1731727418514117,1.1411953949108185,886.6083602783892,0.9655256641062124,0.0310399319259011,(0.07212783755740296+0.1574368875760334j),(5570.72462252376+6.0665766664169665j),(0.9921686735666485-0.12600194140455934j)
21275,29250,250,3,44100,0.061503654719147,-2.354923831370878,1774.5709705515735,-0.129411251198566,0.0037653860939455,(-0.04343435571682144-0.04354487670526444j),(11149.958248717065-0.8131148721145571j),(0.9681896572454933-0.25014378330241366j)
21281,29250,250,1,44100,0.0399575192355815,-1.1882337617968657,1327.675739366528,-0.551095808675996,0.0015657919521081,(0.01491610246979991-0.037069033310464086j),(8342.032698286563-3.46263708792127j),(0.9820850888561319-0.18802088947855142j)
21285,29250,250,0,44100,0.1764264964478801,-0.6622317290181965,443.2866936055263,-0.1589803450407993,0.0309514138170224,(0.13913380847911636-0.10848083695736513j),(2785.2524401304618-0.9989029680906912j),(0.9979836129515633-0.06311424232566556j)
21389,29250,250,2,44100,0.182241441281641,0.962973021847952,887.1370617883005,0.7623231781450706,0.0341265940525405,(0.10407480323466187+0.14960072945034805j),(5574.046552082718+4.789817792243554j),(0.9921304553487531-0.12607302828638417j)
21500,29500,250,3,44100,0.0606577361468676,-2.712018621576717,1774.358414041034,-0.6757298850089686,0.0035925530571154,(-0.05514657082140991-0.02526295076000098j),(11148.622716773098-4.245736085110503j),(0.968121873354721-0.25009499491080306j)
21506,29500,250,1,44100,0.0395416585418549,1.74143987511696,1328.8452971138647,-2.0895575584452266,0.0014531696674791,(-0.006714829435120909+0.038967343069522736j),(8349.381246340527-13.129077349729098j),(0.9818385082357717-0.18814329104541352j)
21508,29500,250,2,44100,0.1892946855818038,0.7737701600357462,887.1300276843735,-0.861731367766511,0.0347590683693536,(0.13539889812113054+0.1322861155870021j),(5574.002355504275-5.414417868686311j),(0.9919010405846584-0.12604286573097134j)
21512,29500,250,0,44100,0.1754375356905752,2.39785064095189,443.2132811542889,-0.0072180910561716,0.0307704487928212,(-0.12911153518709143+0.11877937704338369j),(2784.791176095483-0.045352603670022154j),(0.9980058521460812-0.06310516838474416j)
21709,29750,250,2,44100,0.1833063525660448,0.5992730021012644,886.7992576023651,-0.2437706575754664,0.033312302760202,(0.1513644673632078+0.10339253798470918j),(5571.924065784945-1.531656213999677j),(0.9919943152547601-0.12600721426918626j)
21800,29750,250,3,44100,0.0593334146950058,-3.073898621348869,1774.7268292803842,1.169001477813689,0.003670584799891,(-0.05919751944924161-0.0040134511864727464j),(11150.937537991924+7.345052909470193j),(0.9683632256204396-0.25021156593654753j)
21804,29750,250,1,44100,0.0370670483140577,-1.588093537875642,1329.3097798663084,1.210457631786684,0.0014346975816605,(-0.0006411245876597168-0.03706150334214448j),(8352.29967754612+7.60552960700549j),(0.9822877913621569-0.1882967774841693j)
21808,29750,250,0,44100,0.1740948749175585,-0.8526480130450266,442.4223628945717,0.3887596739184525,0.0307309202956269,(0.11455293640009216-0.1310978651034287j),(2779.8216901068477+2.442649071188348j),(0.9980692636826688-0.06299625991810871j)
21908,30000,250,3,44100,0.06238996749713,2.824457771256876,1772.8249755980532,-1.6503716252233045,0.0036732622461949,(-0.05927875394678632+0.0194560369759443j),(11138.987838878696-10.36959074698916j),(0.9680420560143526-0.24984877851549153j)
21910,30000,250,1,44100,0.0388983166016126,1.3411745079419977,1328.269541235921,-0.972201927695759,0.0014620743396479,(0.008853618028113987+0.037877334677238673j),(8345.763665467708-6.108524867709663j),(0.9820102584331489-0.1880926901696338j)
22004,30000,250,2,44100,0.1722590158069818,0.4451741863172598,888.186507732809,0.1666376391925393,0.0298492827380679,(0.15546990656023374+0.07417733266262819j),(5580.6404154219335+1.047015166197656j),(0.9920273959903689-0.126210658872149j)
22006,30000,250,0,44100,0.1775213806225402,2.241153501941102,442.83803879700577,0.2922265493601071,0.0318428243476763,(-0.11028798190611813+0.13910572103694574j),(2782.43345882957+1.8361135613072155j),(0.9980518041163623-0.06305450200778787j)
22109,30250,250,3,44100,0.0591918010388678,2.5260811240701124,1772.7057154331912,-0.5758220676600112,0.0034330626303243,(-0.04832881568421727+0.034175940144872005j),(11138.238505163104-3.617996755071152j),(0.9681945179163642-0.24987058140533275j)
22111,30250,250,1,44100,0.0375877149992966,-1.9947490690984813,1329.880295564296,-0.079058268410366,0.0014088811368179,(-0.015462325389813774-0.034260076071250464j),(8355.88433339723-0.4967377504870717j),(0.9820920311474437-0.1883420155496364j)
22117,30250,250,2,44100,0.1799378929198187,0.2606547432079421,886.1436698046408,-0.3790706906594098,0.0319461129133502,(0.17385985167397322+0.046372376306678446j),(5567.804886166718-2.381771393933622j),(0.99198695798065-0.12591212883055827j)
22121,30250,250,0,44100,0.1875096422412609,-0.9200505442978196,443.6011362984361,-0.5759673151095519,0.0344511406256365,(0.11358958034093372-0.14918871663573027j),(2787.228141838503-3.6189093717120113j),(0.9979214955488478-0.06315520022114185j)
22319,30500,250,3,44100,0.0618375270170329,2.199981745511264,1772.4564759412533,-4.219177158517663,0.0033046984134695,(-0.03639054109096959+0.049996082513420304j),(11136.67248724939-26.509871930785895j),(0.9677009359501114-0.24970654621543628j)
22325,30500,250,1,44100,0.0381383163387561,0.9414496503670876,1330.3648020054418,-0.4227091006618462,0.001432935558721,(0.022448851006358288+0.030831481664839986j),(8358.92857714947-2.655959610489609j),(0.9820309441454602-0.18840058469063548j)
22327,30500,250,2,44100,0.1765450991844747,0.1016545555620985,885.7852927812796,-0.6652632186032703,0.0304440272213374,(0.17563370690972985+0.017915720560533456j),(5565.553136919104-4.1799720805350695j),(0.9919529375428837-0.1258563457760197j)
22330,30500,250,0,44100,0.1817963988477549,2.110881572443257,443.02516242587103,-0.1024857843160127,0.0329300578335128,(-0.093481363674185+0.1559203812194761j),(2783.6091912650827-0.6439371742091475j),(0.9979939969461038-0.06307756325345866j)
22525,30750,250,2,44100,0.1732005247871803,-0.0319810024676528,885.2063664173563,-0.1385696375335123,0.0298514337093054,(0.17311195892851222-0.005538182236779758j),(5561.915635295362-0.8706587105717657j),(0.9920377560119683-0.12578396467943934j)
22529,30750,250,0,44100,0.1798484035462376,-1.093138386663325,443.2559111327401,-0.0181604846317042,0.0323246180147481,(0.0826764038658084-0.15971869177384368j),(2785.059028149733-0.11410569020918505j),(0.9980039129269502-0.06311113162233692j)
22622,30750,250,3,44100,0.0357305078185519,1.5451137176539929,1770.229334227588,7.766052445529562,0.0017031631079664,(0.0009175517899690476+0.03571872460887047j),(11122.678943157081+48.795546620537436j),(0.9694341213934589-0.24982570848325555j)
22626,30750,250,1,44100,0.0384966885891414,-2.461234190952972,1328.6660703282917,1.5279275145376243,0.001565316857662,(-0.02992529577854241-0.024217177888764922j),(8348.25513123476+9.600251709778226j),(0.982349488930743-0.18821520118372242j)
22721,31000,250,3,44100,0.049781525203606,1.5335504734728485,1776.09358472017,-0.7409103164175456,0.0024141898546775,(0.0018537267183301488+0.04974699939545115j),(11159.525115689694-4.655276814052501j),(0.9680510253224768-0.25033200153415797j)
22725,31000,250,1,44100,0.0400947651170015,0.4845206440216052,1328.6833016032117,-0.494183273770673,0.0015797332959272,(0.03547979058243348+0.01867550936424995j),(8348.363398528163-3.1050450848097997j),(0.9820660509286994-0.18816339483692765j)
22729,31000,250,0,44100,0.179783121912963,1.9679069467061332,443.508726861623,-0.1354069171605442,0.0321672009168137,(-0.06953209775622307+0.16579281741496035j),(2786.647516222874-0.8507867523936149j),(0.9979849677433157-0.06314602497012528j)
22840,31000,250,2,44100,0.1764755421291449,-0.1392666022586788,886.7796775679035,0.6548743655874473,0.0318785265630241,(0.1747669183724328-0.024497779743866854j),(5571.801040800102+4.114696991907602j),(0.992121685157709-0.1260205809597503j)
23043,31250,250,3,44100,0.0713512436385488,1.6486112131047486,1783.7332012369711,0.1458717462901333,0.0051174372950003,(-0.0055465873791515664+0.0711353311457323j),(11207.526241940544+0.9165392130227941j),(0.9679002569960957-0.25141730205975366j)
23047,31250,250,1,44100,0.0389714780101788,-2.87183824961629,1330.1063469564951,0.9924636932532344,0.00157353110197,(-0.0375621281124349-0.010385693523442801j),(8357.304656183363+6.235833295357911j),(0.9822359073231516-0.18840240600648922j)
23051,31250,250,2,44100,0.1815695313179401,-0.3080770156937455,887.0389654538027,0.1644475923391012,0.033160579577784,(0.17302095302669904-0.055056739067522495j),(5573.430194635113+1.0332546959860993j),(0.9920477082566108-0.12604842428263946j)
23055,31250,250,0,44100,0.1796099994165259,-1.2565642796567185,443.2257815131569,0.1676373243598293,0.0324523710250729,(0.05551497456205498-0.17081522031065857j),(2784.8697181666566+1.053296373352578j),(0.9980306030567974-0.06310851801484335j)
23149,31500,250,2,44100,0.1825800660310329,-0.4878334992791883,887.207961011334,-0.1661276307899001,0.0331397848973732,(0.1612821740730113-0.08557768890417189j),(5574.492025039172-1.0438106888956553j),(0.9919979498017928-0.12606637282100275j)
23250,31500,250,3,44100,0.0499179512766166,0.768090172983608,1776.485156300762,1.5808938321018564,0.0026369397266267,(0.03590293024099856+0.034681139827933374j),(11161.985432491578+9.933048898073215j),(0.968357338553458-0.25046884987633705j)
23254,31500,250,1,44100,0.0403020795538179,0.0340600252102799,1327.240179153068,0.1856118278636751,0.0016350003207905,(0.04027870488829217+0.0013724244548014874j),(8339.295992752957+1.1662335096717904j),(0.982199844225661-0.1879796739288899j)
23260,31500,250,0,44100,0.1805488391539959,1.7857381898164923,443.7306658869833,0.6186668558878263,0.0333239519192676,(-0.038509375555894024+0.1763941929717376j),(2788.0420002461074+3.8871984989533805j),(0.9980901968699213-0.0631843701681634j)
23348,31750,250,3,44100,0.0593415480993899,0.5202018237884235,1775.737555996857,-0.9930874753419152,0.0034002242912693,(0.05149178164074772+0.029496029466587033j),(11157.28812124644-6.239752633812391j),(0.9680289412038283-0.25027390405026456j)
23451,31750,250,1,44100,0.0409734331490866,3.010479692238262,1327.7607396634353,1.1068728090174875,0.001746509975798,(-0.040621758247703754+0.00535676963176393j),(8342.566770903197+6.954686970535273j),(0.9823148272543322-0.18807720544117232j)
23454,31750,250,2,44100,0.1819266429279739,-0.649552019155022,887.7024137824816,0.3394071725002388,0.033499052129541,(0.14487816090609984-0.11003463954368545j),(5577.598763425942+2.1325581594048675j),(0.9920605183471631-0.12614534184632517j)
23460,31750,250,0,44100,0.1833992381508503,-1.4577446390568134,444.0688597050568,0.497876975367605,0.0342364502382418,(0.02068945669921404-0.18222850198529228j),(2790.166934674806+3.1282532964127485j),(0.9980699746323435-0.06323137432747478j)
23555,32000,250,1,44100,0.0408641498355335,-0.3579886460726366,1333.1011499041635,-0.856233839639267,0.0016201680198808,(0.03827350487198636-0.014318434502241193j),(8376.121558062052-5.379875880731404j),(0.9818967684992959-0.18877176820679434j)
23656,32000,250,3,44100,0.0549039851875758,0.1003975627735649,1774.851497024643,1.1872508724510014,0.0031450636139029,(0.054627510492860444+0.0055029707277041255j),(11151.720848530931+7.459717237720277j),(0.9683612990050288-0.25022941672408083j)
23662,32000,250,2,44100,0.1858834815360327,-0.843388068073532,887.1630545905078,1.1374083008281124,0.03598526600079,(0.12360063692981885-0.13883641906394634j),(5574.20986967564+7.146547124027294j),(0.9921830098630202-0.12608344028008076j)
23666,32000,250,0,44100,0.1860196288663284,1.5739974788405744,443.6803523215917,0.0641063961437715,0.0346821192649667,(-0.0005954760984693483+0.18601867576074912j),(2787.7258707912874+0.40279236634677923j),(0.9980117922784513-0.06317222386064052j)
23751,32250,250,3,44100,0.0551814741033749,-0.2554916793578258,1777.618239752566,-1.4357903161404415,0.0028950383263254,(0.053390236818318-0.013945526046204065j),(11169.104805787762-9.021336618564355j),(0.967900793300658-0.2505174786281174j)
23755,32250,250,1,44100,0.0402147068696523,2.40657982691881,1333.2743512951477,-1.1618129064376443,0.0015523635182816,(-0.02983216038970164+0.02696784854405667j),(8377.209814497066-7.299885783420618j),(0.9818493615421239-0.18878777887904594j)
23761,32250,250,2,44100,0.1836668685640523,-1.0472921345640944,887.3656754714231,-0.1066598595622069,0.0336061957984289,(0.09181838942438456-0.15906885921397987j),(5575.482974217534-0.6701636624670965j),(0.9920035217107004-0.1260897318006718j)
23763,32250,250,0,44100,0.186372952004677,-1.6615249216232388,443.9227443318968,-0.0141576109371333,0.0347174370707803,(-0.016886166866942255-0.1856063970004252j),(2789.2488647090136-0.0889548930249612j),(0.9979984815547991-0.0632059853727598j)
23984,32500,250,1,44100,0.0386857068536043,-1.093591417640997,1331.2287120699225,-1.9048525032224333,0.0013998635363699,(0.017768273339747148-0.03436382367093397j),(8364.35668417334-11.968541260591449j),(0.9818003988299735-0.1884816520375614j)
23986,32500,250,0,44100,0.1863071237948683,1.3780408288470172,443.6453427439286,-0.1004988882163467,0.0345868841486788,(0.035689753740930905+0.18285673587436724j),(2787.505899127304-0.6314531378288335j),(0.9979887019863883-0.06316576435898186j)
24069,32500,250,3,44100,0.0494377513504097,-0.7189717695667596,1774.1105609383897,2.7224000309048564,0.0026961402804982,(0.037201083812423555-0.03256026138970601j),(11147.065409800223+17.105343874446646j),(0.9685995397675735-0.25018190400695567j)
24077,32500,250,2,44100,0.1824924429967414,-1.236322720444792,886.8573589057912,0.036035762260451,0.0333461040604262,(0.05990715792574421-0.1723793032245428j),(5572.28912704096+0.22641937196788264j),(0.9920328193832334-0.12602044981477153j)
24150,32750,250,0,44100,0.1868925192824821,-1.856376905465191,444.0514830276999,-0.1275944817917887,0.0347711818568039,(-0.052650344391117036-0.17932304648106362j),(2790.0577537909494-0.8016997732713601j),(0.9979811925351012-0.06322326898230989j)
