onset,duration,sample_rate,amplitude,phase,frequency,decay,power,d,w,z
0,250,44100,5.961030572435444e-05,-0.6583654824003936,12117.069750100241,-15.35131429430607,2.165462713394008e-09,(4.7151353991528225e-05-3.647106202616808e-05j),(76133.79461990006-96.45515241987985j),(-0.15462795879361133-0.9857613122398431j)
0,250,44100,5.961030572435444e-05,0.6583654824003936,-12117.069750100241,-15.35131429430607,2.165462713394008e-09,(4.7151353991528225e-05+3.647106202616808e-05j),(-76133.79461990006-96.45515241987985j),(-0.15462795879361133+0.9857613122398431j)
0,250,44100,6.349138891923082e-05,2.7450246087626997,12031.98027737984,-34.13807684188092,1.519315286735697e-09,(-5.8563951328923625e-05+2.452386738743488e-05j),(75599.16169510757-214.49586282827389j),(-0.14228495289420445-0.9849235755688974j)
0,250,44100,6.349138891923082e-05,-2.7450246087626997,-12031.98027737984,-34.13807684188092,1.519315286735697e-09,(-5.8563951328923625e-05-2.452386738743488e-05j),(-75599.16169510757-214.49586282827389j),(-0.14228495289420445+0.9849235755688974j)
0,250,44100,7.266599612158876e-05,0.5999411883445352,10680.549473540721,-30.99827801794714,2.1378279342946183e-09,(5.997624754864017e-05+4.102678055035499e-05j),(67107.87152475573-194.7679249902334j),(0.04884000779611209-0.9943945583184811j)
0,250,44100,7.266599612158876e-05,-0.5999411883445352,-10680.549473540721,-30.99827801794714,2.1378279342946183e-09,(5.997624754864017e-05-4.102678055035499e-05j),(-67107.87152475573-194.7679249902334j),(0.04884000779611209+0.9943945583184811j)
0,250,44100,9.695771901252113e-05,-1.1571602168459056,9525.41772454471,-33.38073644325633,3.603744898452004e-09,(3.897132497808426e-05-8.878082622708321e-05j),(59849.96469160733-209.73735276310234j),(0.21102646783398926-0.9726258411118979j)
0,250,44100,9.695771901252113e-05,1.1571602168459056,-9525.41772454471,-33.38073644325633,3.603744898452004e-09,(3.897132497808426e-05+8.878082622708321e-05j),(-59849.96469160733-209.73735276310234j),(0.21102646783398926+0.9726258411118979j)
0,250,44100,0.00014202358544950018,2.7351604601936916,9350.738144549045,-20.477652763075465,1.0642995589432399e-08,(-0.00013045393851270325+5.6146849871166606e-05j),(58752.42052111426-128.66488696648122j),(0.23559768304047854-0.9688527137070102j)
0,250,44100,0.00014202358544950018,-2.7351604601936916,-9350.738144549045,-20.477652763075465,1.0642995589432399e-08,(-0.00013045393851270325-5.6146849871166606e-05j),(-58752.42052111426-128.66488696648122j),(0.23559768304047854+0.9688527137070102j)
0,250,44100,8.584472421861413e-05,0.5220698528439008,9074.666884211056,-7.1822635246160305,5.774244032831856e-09,(7.440925001163135e-05+4.2808646192988334e-05j),(57017.81363442406-45.12749265015931j),(0.27403259051687495-0.9606568762481258j)
0,250,44100,8.584472421861413e-05,-0.5220698528439008,-9074.666884211056,-7.1822635246160305,5.774244032831856e-09,(7.440925001163135e-05-4.2808646192988334e-05j),(-57017.81363442406-45.12749265015931j),(0.27403259051687495+0.9606568762481258j)
0,250,44100,0.00018072996533988897,-1.2656187257452578,8584.906984974252,-11.638809161936761,2.2238600491115605e-08,(5.430259071009092e-05-0.0001723790851986685j),(53940.56143149362-73.1287947193482j),(0.3401289346424611-0.9386166963670952j)
0,250,44100,0.00018072996533988897,1.2656187257452578,-8584.906984974252,-11.638809161936761,2.2238600491115605e-08,(5.430259071009092e-05+0.0001723790851986685j),(-53940.56143149362-73.1287947193482j),(0.3401289346424611+0.9386166963670952j)
0,250,44100,0.0001397820025403173,2.763375259072173,8058.056862562051,-61.89660393917111,4.416051918409919e-09,(-0.0001299028206916787+5.161652265047351e-05j),(50630.264483267514-388.907832434914j),(0.40663859534357755-0.9039702098998736j)
0,250,44100,0.0001397820025403173,-2.763375259072173,-8058.056862562051,-61.89660393917111,4.416051918409919e-09,(-0.0001299028206916787-5.161652265047351e-05j),(-50630.264483267514-388.907832434914j),(0.40663859534357755+0.9039702098998736j)
0,250,44100,0.00026279064558563817,-0.06592797283069819,7921.0646451760995,-21.531322512124813,3.542005673928709e-08,(0.00026221974296078383-1.7312706573408763e-05j),(49769.51699579015-135.2852892523277j),(0.4266504459183744-0.9010287413756737j)
0,250,44100,0.00026279064558563817,0.06592797283069819,-7921.0646451760995,-21.531322512124813,3.542005673928709e-08,(0.00026221974296078383+1.7312706573408763e-05j),(-49769.51699579015-135.2852892523277j),(0.4266504459183744+0.9010287413756737j)
0,250,44100,0.0003797268300934378,0.38036081492334994,7471.085899963063,-28.004066326230923,6.269680399266709e-08,(0.0003525880351097198+0.00014097568226569302j),(46942.21715532449-175.95473808225674j),(0.483054633137214-0.8710397056543612j)
0,250,44100,0.0003797268300934378,-0.38036081492334994,-7471.085899963063,-28.004066326230923,6.269680399266709e-08,(0.0003525880351097198-0.00014097568226569302j),(-46942.21715532449-175.95473808225674j),(0.483054633137214+0.8710397056543612j)
0,250,44100,0.00042393517374219924,-1.8074322371404048,7294.026359106767,-77.8043380552866,3.265765711446649e-08,(-9.9384657216926e-05-0.0004121210034027661j),(45829.71924972025-488.85907370381034j),(0.5013025132781653-0.8525076360410756j)
0,250,44100,0.00042393517374219924,1.8074322371404048,-7294.026359106767,-77.8043380552866,3.265765711446649e-08,(-9.9384657216926e-05+0.0004121210034027661j),(-45829.71924972025-488.85907370381034j),(0.5013025132781653+0.8525076360410756j)
0,250,44100,0.001005531152014517,-1.9769302249866743,6905.424655947617,-39.03225856350084,3.4298144063009256e-07,(-0.0003972458160443425-0.0009237362498608062j),(43388.06273808572-245.24691351222305j),(0.5507444605524463-0.8280216509049471j)
0,250,44100,0.001005531152014517,1.9769302249866743,-6905.424655947617,-39.03225856350084,3.4298144063009256e-07,(-0.0003972458160443425+0.0009237362498608062j),(-43388.06273808572-245.24691351222305j),(0.5507444605524463+0.8280216509049471j)
0,250,44100,0.0024569915421740387,1.6001436214779003,6765.684926090151,-16.793142245039643,3.529120248496545e-06,(-7.209570487955001e-05+0.0024559335592911876j),(42510.05212061604-105.51442461540991j),(0.5689195385610633-0.8194856648910253j)
0,250,44100,0.0024569915421740387,-1.6001436214779003,-6765.684926090151,-16.793142245039643,3.529120248496545e-06,(-7.209570487955001e-05-0.0024559335592911876j),(-42510.05212061604-105.51442461540991j),(0.5689195385610633+0.8194856648910253j)
0,250,44100,0.002162712080649646,2.3012421405034265,6494.777852714396,-21.260046880093547,2.4164599032190745e-06,(-0.0014429653448332562+0.0016109545485202752j),(40807.89277757048-133.58081418695298j),(0.5997364213247522-0.7964147483149856j)
